@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
1216,'2026/05/14 12:04:56:425',4,0.70861,0.885327,0,0.585923,0.423732,-0.081088,0.70823,0.738799,-0.047086,1,1,0
1217,'2026/05/14 12:04:56:455',4,0.708116,0.886642,0,0.587496,0.426224,-0.078186,0.706936,0.737322,-0.043091,1,1,0
1218,'2026/05/14 12:04:56:487',4,0.709297,0.886635,0,0.586477,0.42556,-0.079799,0.706132,0.737868,-0.046437,1,1,0
1219,'2026/05/14 12:04:56:519',4,0.708672,0.8882,0,0.586861,0.427425,-0.07933,0.708225,0.737191,-0.04309,1,1,0
1220,'2026/05/14 12:04:56:552',4,0.708887,0.888166,0,0.588674,0.426235,-0.077812,0.708998,0.73804,-0.043701,1,1,0
1221,'2026/05/14 12:04:56:581',4,0.708515,0.886816,0,0.587066,0.42617,-0.083264,0.708655,0.738327,-0.04593,1,1,0
1222,'2026/05/14 12:04:56:613',4,0.70929,0.885705,0,0.587084,0.424149,-0.082329,0.709146,0.738882,-0.046634,1,1,0
1223,'2026/05/14 12:04:56:646',4,0.710672,0.885649,0,0.588343,0.42731,-0.085582,0.709686,0.738534,-0.049733,1,1,0
1224,'2026/05/14 12:04:56:677',4,0.710419,0.886589,0,0.587462,0.425288,-0.081522,0.710773,0.737711,-0.043894,1,1,0
1225,'2026/05/14 12:04:56:708',4,0.710632,0.886486,0,0.588554,0.425405,-0.078934,0.710409,0.738206,-0.042764,1,1,0
1226,'2026/05/14 12:04:56:740',4,0.71016,0.884527,0,0.586987,0.42509,-0.082468,0.709436,0.738606,-0.04765,1,1,0
1227,'2026/05/14 12:04:56:772',4,0.710853,0.884626,0,0.587666,0.425027,-0.079566,0.708019,0.738114,-0.047377,1,1,0
1228,'2026/05/14 12:04:56:803',4,0.710703,0.887233,0,0.58786,0.426549,-0.081992,0.710334,0.737677,-0.046062,1,1,0
1229,'2026/05/14 12:04:56:837',4,0.708587,0.884416,0,0.588425,0.425636,-0.084516,0.709564,0.739227,-0.048985,1,1,0
1230,'2026/05/14 12:04:56:868',4,0.710268,0.885997,0,0.587421,0.425252,-0.079333,0.709133,0.737772,-0.045791,1,1,0
1231,'2026/05/14 12:04:56:900',4,0.710117,0.883615,0,0.58818,0.426647,-0.085394,0.708547,0.739106,-0.050302,1,1,0
1232,'2026/05/14 12:04:56:932',4,0.710614,0.885443,0,0.587478,0.424511,-0.081309,0.708873,0.739331,-0.047368,1,1,0
1233,'2026/05/14 12:04:56:963',4,0.710517,0.886067,0,0.588455,0.425911,-0.083026,0.709419,0.739168,-0.047227,1,1,0
1234,'2026/05/14 12:04:56:995',4,0.709469,0.88615,0,0.587128,0.426626,-0.08126,0.709062,0.737403,-0.04535,1,1,0
1235,'2026/05/14 12:04:57:028',4,0.70932,0.886077,0,0.588721,0.426558,-0.079435,0.709697,0.739216,-0.044848,1,1,0
1236,'2026/05/14 12:04:57:060',4,0.709002,0.885277,0,0.587241,0.424691,-0.082854,0.707762,0.739641,-0.048029,1,1,0
1237,'2026/05/14 12:04:57:093',4,0.709235,0.888996,0,0.587729,0.426719,-0.078358,0.709687,0.737334,-0.041797,1,1,0
1238,'2026/05/14 12:04:57:124',4,0.708663,0.884696,0,0.58626,0.424497,-0.084158,0.708664,0.738338,-0.048105,1,1,0
1239,'2026/05/14 12:04:57:171',4,0.710596,0.885556,0,0.58698,0.422744,-0.082386,0.708883,0.74054,-0.046697,1,1,0
1240,'2026/05/14 12:04:57:200',4,0.710224,0.885589,0,0.587594,0.424298,-0.085757,0.708819,0.740112,-0.048956,1,1,0
1241,'2026/05/14 12:04:57:249',4,0.709178,0.884993,0,0.586837,0.425366,-0.08396,0.708919,0.739655,-0.04696,1,1,0
1242,'2026/05/14 12:04:57:282',4,0.709926,0.885466,0,0.586426,0.423424,-0.084144,0.709141,0.739181,-0.048206,1,1,0
1243,'2026/05/14 12:04:57:311',4,0.709639,0.886469,0,0.58771,0.426237,-0.07814,0.708372,0.739458,-0.044745,1,1,0
1244,'2026/05/14 12:04:57:343',4,0.708219,0.885512,0,0.586917,0.42696,-0.08182,0.708688,0.739323,-0.0439,1,1,0
1245,'2026/05/14 12:04:57:372',4,0.709206,0.885616,0,0.587465,0.427406,-0.085851,0.708355,0.739352,-0.048758,1,1,0
1246,'2026/05/14 12:04:57:404',4,0.709853,0.883875,0,0.585266,0.424092,-0.083873,0.70847,0.740707,-0.050534,1,1,0
1247,'2026/05/14 12:04:57:434',4,0.709135,0.88581,0,0.586962,0.426707,-0.08558,0.70846,0.740419,-0.049703,1,1,0
1248,'2026/05/14 12:04:57:465',4,0.70963,0.888852,0,0.584984,0.424341,-0.082196,0.708094,0.738945,-0.047651,1,1,0
1249,'2026/05/14 12:04:57:498',4,0.70946,0.887598,0,0.587101,0.427742,-0.083108,0.709322,0.738436,-0.046504,1,1,0
1250,'2026/05/14 12:04:57:527',4,0.70948,0.885253,0,0.585303,0.424479,-0.084556,0.709301,0.739199,-0.04917,1,1,0
1251,'2026/05/14 12:04:57:560',4,0.71032,0.885627,0,0.586663,0.427365,-0.082285,0.709135,0.742156,-0.047348,1,1,0
1252,'2026/05/14 12:04:57:590',4,0.710376,0.885595,0,0.587061,0.425291,-0.083365,0.709345,0.741089,-0.047655,1,1,0
1253,'2026/05/14 12:04:57:649',4,0.709601,0.883359,0,0.58502,0.424578,-0.08494,0.709253,0.741479,-0.050036,1,1,0
1254,'2026/05/14 12:04:57:688',4,0.709195,0.888042,0,0.585879,0.426999,-0.080483,0.709243,0.741492,-0.044655,1,1,0
1255,'2026/05/14 12:04:57:718',4,0.710405,0.885028,0,0.585961,0.425872,-0.08419,0.707846,0.740665,-0.048088,1,1,0
1256,'2026/05/14 12:04:57:752',4,0.709266,0.883905,0,0.584843,0.423507,-0.085777,0.707749,0.742717,-0.052044,1,1,0
1257,'2026/05/14 12:04:57:780',4,0.709275,0.884909,0,0.585964,0.425781,-0.087825,0.706791,0.742089,-0.052753,1,1,0
1258,'2026/05/14 12:04:57:812',4,0.707851,0.886575,0,0.584743,0.425726,-0.084143,0.707733,0.739337,-0.046187,1,1,0
1259,'2026/05/14 12:04:57:844',4,0.709218,0.886368,0,0.584631,0.424528,-0.083984,0.70799,0.739769,-0.047942,1,1,0
1260,'2026/05/14 12:04:57:878',4,0.709307,0.885618,0,0.585531,0.425431,-0.084107,0.707693,0.740059,-0.048485,1,1,0
1261,'2026/05/14 12:04:57:906',4,0.710302,0.885938,0,0.585919,0.425153,-0.082281,0.708832,0.739616,-0.047222,1,1,0
1262,'2026/05/14 12:04:57:940',4,0.709418,0.883358,0,0.585381,0.425206,-0.085287,0.707758,0.741954,-0.050285,1,1,0
1263,'2026/05/14 12:05:11:453',5,0.669866,0.87622,-0.000001,0.586777,0.763787,-0.035051,0.713392,0.47147,-0.00439,1,0,1
1264,'2026/05/14 12:05:11:485',5,0.670956,0.876828,-0.000001,0.585642,0.764832,-0.033941,0.71281,0.471346,-0.001391,1,0,1
1265,'2026/05/14 12:05:11:529',5,0.669475,0.874697,-0.000001,0.587193,0.764793,-0.035174,0.712276,0.471902,-0.003348,1,0,1
1266,'2026/05/14 12:05:11:571',5,0.670943,0.877461,-0.000001,0.586527,0.764452,-0.034978,0.71299,0.472255,-0.00232,1,0,1
1267,'2026/05/14 12:05:11:606',5,0.671527,0.876602,-0.000001,0.587576,0.764453,-0.033683,0.712508,0.472723,0.000852,1,0,1
1268,'2026/05/14 12:05:11:635',5,0.670737,0.878217,-0.000001,0.58443,0.760389,-0.03119,0.711646,0.472153,-0.003427,1,0,1
1269,'2026/05/14 12:05:11:667',5,0.670604,0.875574,-0.000001,0.586311,0.764016,-0.035784,0.713543,0.471577,-0.007854,1,0,1
1270,'2026/05/14 12:05:11:697',5,0.6732,0.876871,-0.000001,0.589182,0.76409,-0.032011,0.714402,0.470052,0.00017,1,0,1
1271,'2026/05/14 12:05:11:736',5,0.675152,0.875714,-0.000001,0.594293,0.766345,-0.034373,0.715421,0.468304,-0.001462,1,0,1
1272,'2026/05/14 12:05:11:776',5,0.673984,0.876992,-0.000001,0.589692,0.765602,-0.035191,0.715668,0.46697,-0.00521,1,0,1
1273,'2026/05/14 12:05:11:804',5,0.674718,0.876714,-0.000001,0.591673,0.767502,-0.03647,0.716301,0.46681,-0.003663,1,0,1
1274,'2026/05/14 12:05:11:837',5,0.673941,0.875134,-0.000001,0.590895,0.764249,-0.035698,0.715914,0.46685,-0.002117,1,0,1
1275,'2026/05/14 12:05:11:867',5,0.672697,0.877352,-0.000001,0.58858,0.765415,-0.0369,0.71482,0.464246,-0.004498,1,0,1
1276,'2026/05/14 12:05:11:899',5,0.67085,0.878071,-0.000001,0.585369,0.765102,-0.036085,0.712027,0.463279,-0.007372,1,0,1
1277,'2026/05/14 12:05:11:932',5,0.66933,0.87752,-0.000001,0.583428,0.762794,-0.031087,0.71068,0.463937,-0.006201,1,0,1
1278,'2026/05/14 12:05:11:964',5,0.669344,0.876425,-0.000001,0.584823,0.7616,-0.033687,0.710974,0.464516,-0.011265,1,0,1
1279,'2026/05/14 12:05:11:995',5,0.671707,0.874526,-0.000001,0.589186,0.766335,-0.036526,0.711628,0.46268,-0.002954,1,0,1
1280,'2026/05/14 12:05:12:026',5,0.672457,0.876452,-0.000001,0.586677,0.765414,-0.033358,0.711469,0.467246,-0.001618,1,0,1
1281,'2026/05/14 12:05:12:059',5,0.670265,0.878195,-0.000001,0.585527,0.762556,-0.031062,0.710999,0.465164,-0.006328,1,0,1
1282,'2026/05/14 12:05:12:091',5,0.669032,0.879365,-0.000001,0.584899,0.766905,-0.034941,0.711384,0.464133,-0.007102,1,0,1
1283,'2026/05/14 12:05:12:123',5,0.668934,0.879942,-0.000001,0.58454,0.765583,-0.03515,0.711505,0.464212,-0.006067,1,0,1
1284,'2026/05/14 12:05:12:155',5,0.667824,0.879,-0.000001,0.582297,0.761824,-0.029339,0.708668,0.468444,-0.006894,1,0,1
1285,'2026/05/14 12:05:12:185',5,0.667414,0.878888,-0.000001,0.582228,0.763267,-0.025052,0.707896,0.468066,-0.002945,1,0,1
1286,'2026/05/14 12:05:12:218',5,0.668434,0.877891,-0.000001,0.58149,0.764872,-0.026167,0.706298,0.465989,-0.004784,1,0,1
1287,'2026/05/14 12:05:12:252',5,0.670191,0.878832,-0.000001,0.583009,0.767041,-0.035413,0.707552,0.463146,-0.005996,1,0,1
1288,'2026/05/14 12:05:12:283',5,0.671156,0.879243,-0.000001,0.585587,0.765267,-0.034357,0.709015,0.463314,-0.005731,1,0,1
1289,'2026/05/14 12:05:12:314',5,0.669824,0.879318,-0.000001,0.586053,0.76819,-0.037469,0.709234,0.461323,-0.008587,1,0,1
1290,'2026/05/14 12:05:12:345',5,0.671406,0.877023,-0.000001,0.586484,0.765762,-0.036412,0.70863,0.464441,-0.006286,1,0,1
1291,'2026/05/14 12:05:12:377',5,0.671505,0.877751,-0.000001,0.588295,0.767958,-0.037423,0.709684,0.460937,-0.00677,1,0,1
1292,'2026/05/14 12:05:12:406',5,0.670525,0.877906,-0.000001,0.587671,0.769679,-0.041308,0.708835,0.460595,-0.008535,1,0,1
1293,'2026/05/14 12:05:12:439',5,0.671346,0.878962,-0.000001,0.588313,0.768428,-0.037594,0.708521,0.460525,-0.007031,1,0,1
1294,'2026/05/14 12:05:12:469',5,0.670802,0.877707,-0.000001,0.586566,0.768105,-0.037659,0.708192,0.462932,-0.006045,1,0,1
1295,'2026/05/14 12:05:12:501',5,0.671668,0.875132,-0.000001,0.590509,0.768798,-0.036998,0.708198,0.462921,-0.004469,1,0,1
1296,'2026/05/14 12:05:12:533',5,0.672178,0.874782,-0.000001,0.590104,0.768699,-0.038216,0.708738,0.463378,-0.004786,1,0,1
1297,'2026/05/14 12:05:12:566',5,0.672827,0.877017,-0.000001,0.58486,0.764843,-0.033108,0.706304,0.464267,-0.008457,1,0,1
1298,'2026/05/14 12:05:12:597',5,0.674646,0.876851,-0.000001,0.588217,0.769507,-0.037045,0.708185,0.463589,-0.006011,1,0,1
1299,'2026/05/14 12:05:12:629',5,0.673927,0.877807,-0.000001,0.584242,0.767691,-0.034676,0.7073,0.461102,-0.004232,1,0,1
1300,'2026/05/14 12:05:12:660',5,0.673609,0.87603,-0.000001,0.58739,0.768438,-0.038477,0.708314,0.46228,-0.006573,1,0,1
1301,'2026/05/14 12:05:12:693',5,0.673693,0.876452,-0.000001,0.586446,0.765074,-0.031519,0.708892,0.462365,-0.007631,1,0,1
1302,'2026/05/14 12:05:12:724',5,0.675114,0.876128,-0.000001,0.587641,0.766815,-0.034829,0.707701,0.46087,-0.006855,1,0,1
1303,'2026/05/14 12:05:12:756',5,0.674643,0.875686,-0.000001,0.589626,0.768007,-0.03639,0.708971,0.459527,-0.007899,1,0,1
1304,'2026/05/14 12:05:12:788',5,0.675113,0.878479,-0.000001,0.591711,0.770299,-0.040526,0.711199,0.459183,-0.008948,1,0,1
1305,'2026/05/14 12:05:12:840',5,0.676072,0.880059,-0.000001,0.586938,0.770156,-0.041278,0.71282,0.461228,-0.008422,1,0,1
1306,'2026/05/14 12:05:12:880',5,0.676254,0.878056,-0.000001,0.588957,0.769589,-0.045109,0.711705,0.461506,-0.010946,1,0,1
1307,'2026/05/14 12:05:12:909',5,0.675535,0.879445,-0.000001,0.590662,0.768861,-0.040068,0.712651,0.460113,-0.006471,1,0,1
1308,'2026/05/14 12:05:12:957',5,0.675759,0.879018,-0.000001,0.589338,0.769948,-0.039643,0.713004,0.459488,-0.007912,1,0,1
1309,'2026/05/14 12:05:12:989',5,0.676976,0.878653,-0.000001,0.588686,0.771497,-0.042636,0.712373,0.460671,-0.01038,1,0,1
1310,'2026/05/14 12:05:13:032',5,0.676604,0.879249,-0.000001,0.589207,0.7704,-0.042955,0.712791,0.462796,-0.009675,1,0,1
1311,'2026/05/14 12:05:13:066',5,0.676641,0.88029,-0.000001,0.589853,0.770955,-0.042026,0.712744,0.461465,-0.008744,1,0,1
1312,'2026/05/14 12:05:13:098',5,0.675631,0.877311,-0.000001,0.590714,0.768056,-0.041174,0.713011,0.460667,-0.008849,1,0,1
1313,'2026/05/14 12:05:13:130',5,0.676975,0.878783,-0.000001,0.591104,0.770858,-0.043382,0.712104,0.460116,-0.008533,1,0,1
1314,'2026/05/14 12:05:13:164',5,0.677703,0.877901,-0.000001,0.594102,0.771538,-0.04233,0.711855,0.460589,-0.009306,1,0,1
1315,'2026/05/14 12:05:13:192',5,0.67587,0.877704,-0.000001,0.590973,0.771088,-0.04695,0.71173,0.46166,-0.01339,1,0,1
1316,'2026/05/14 12:05:13:224',5,0.676449,0.877746,-0.000001,0.592843,0.770309,-0.040279,0.711923,0.459599,-0.007159,1,0,1
1317,'2026/05/14 12:05:13:257',5,0.676003,0.879439,-0.000001,0.588387,0.770225,-0.040528,0.711717,0.460451,-0.00707,1,0,1
1318,'2026/05/14 12:05:13:288',5,0.675504,0.878208,-0.000001,0.590624,0.770549,-0.042197,0.711106,0.460641,-0.009936,1,0,1
1319,'2026/05/14 12:05:13:320',5,0.677202,0.8763,-0.000001,0.592815,0.768749,-0.041471,0.710207,0.460766,-0.010308,1,0,1
1320,'2026/05/14 12:05:13:353',5,0.675443,0.87854,-0.000001,0.591889,0.77056,-0.039725,0.710091,0.459807,-0.007907,1,0,1
1321,'2026/05/14 12:05:13:384',5,0.675954,0.878499,-0.000001,0.591447,0.772353,-0.041586,0.709324,0.459452,-0.007593,1,0,1
1322,'2026/05/14 12:05:13:415',5,0.675211,0.878057,-0.000001,0.592145,0.77003,-0.041927,0.709334,0.459673,-0.011397,1,0,1
1323,'2026/05/14 12:05:13:447',5,0.674268,0.877996,-0.000001,0.587482,0.770497,-0.041646,0.710705,0.457984,-0.010061,1,0,1
1324,'2026/05/14 12:05:13:479',5,0.67596,0.879764,-0.000001,0.591216,0.771162,-0.040068,0.709305,0.458077,-0.00938,1,0,1
1325,'2026/05/14 12:05:13:512',5,0.675482,0.879851,-0.000001,0.592276,0.771025,-0.041642,0.711319,0.458363,-0.01057,1,0,1
1326,'2026/05/14 12:05:13:544',5,0.674257,0.878998,-0.000001,0.591876,0.770361,-0.042641,0.710325,0.458428,-0.012948,1,0,1
1327,'2026/05/14 12:05:13:573',5,0.673974,0.876855,-0.000001,0.588084,0.770245,-0.038815,0.708047,0.456572,-0.012933,1,0,1
1328,'2026/05/14 12:05:13:604',5,0.675311,0.880352,-0.000001,0.588955,0.770098,-0.0427,0.708791,0.456026,-0.00985,1,0,1
1329,'2026/05/14 12:05:13:637',5,0.674188,0.876559,-0.000001,0.588786,0.76883,-0.040865,0.707417,0.457209,-0.012139,1,0,1
1330,'2026/05/14 12:05:13:669',5,0.674417,0.879492,-0.000001,0.588512,0.769815,-0.038896,0.706171,0.455341,-0.010675,1,0,1
1331,'2026/05/14 12:05:13:701',5,0.673375,0.874875,-0.000001,0.589328,0.767993,-0.0402,0.70689,0.457069,-0.01149,1,0,1
1332,'2026/05/14 12:05:13:733',5,0.674343,0.874717,-0.000001,0.587042,0.769401,-0.03988,0.70719,0.456143,-0.011259,1,0,1
1333,'2026/05/14 12:05:13:763',5,0.675071,0.876906,-0.000001,0.59119,0.771379,-0.042849,0.708141,0.456185,-0.010312,1,0,1
1334,'2026/05/14 12:05:13:795',5,0.674099,0.878287,-0.000001,0.588394,0.771334,-0.044473,0.708253,0.454803,-0.012271,1,0,1
1335,'2026/05/14 12:05:13:828',5,0.674417,0.880422,-0.000001,0.59001,0.771372,-0.041028,0.708896,0.456659,-0.013128,1,0,1
1336,'2026/05/14 12:05:13:861',5,0.674539,0.879706,-0.000001,0.589156,0.769927,-0.039104,0.709953,0.455833,-0.008427,1,0,1
1337,'2026/05/14 12:05:13:892',5,0.674019,0.879124,-0.000001,0.588936,0.769766,-0.038875,0.710011,0.454929,-0.012265,1,0,1
1338,'2026/05/14 12:05:13:924',5,0.675181,0.877306,-0.000001,0.590178,0.770932,-0.042803,0.708397,0.454386,-0.012969,1,0,1
1339,'2026/05/14 12:05:13:956',5,0.674747,0.879172,-0.000001,0.589454,0.772414,-0.040405,0.709211,0.45428,-0.010129,1,0,1
1340,'2026/05/14 12:05:14:019',5,0.674253,0.879457,-0.000001,0.589308,0.77071,-0.038707,0.710164,0.454085,-0.010696,1,0,1
1341,'2026/05/14 12:05:14:054',5,0.67552,0.878639,-0.000001,0.590377,0.769537,-0.040415,0.710403,0.45531,-0.010131,1,0,1
1342,'2026/05/14 12:05:14:077',5,0.675739,0.879158,-0.000001,0.592274,0.773409,-0.047612,0.709888,0.455131,-0.012862,1,0,1
1343,'2026/05/14 12:05:14:108',5,0.677302,0.877927,-0.000001,0.59177,0.770201,-0.040149,0.708944,0.455651,-0.008615,1,0,1
1344,'2026/05/14 12:05:14:139',5,0.676062,0.879839,-0.000001,0.589309,0.770586,-0.038528,0.710943,0.455707,-0.007427,1,0,1
1345,'2026/05/14 12:05:14:174',5,0.675855,0.882035,-0.000001,0.585841,0.772873,-0.039688,0.709791,0.455619,-0.009013,1,0,1
1346,'2026/05/14 12:05:14:204',5,0.674572,0.881631,-0.000001,0.587351,0.771476,-0.04015,0.710795,0.45512,-0.00984,1,0,1
1347,'2026/05/14 12:05:14:234',5,0.676079,0.879874,-0.000001,0.590608,0.769848,-0.040726,0.71057,0.455962,-0.008955,1,0,1
1348,'2026/05/14 12:05:14:266',5,0.675242,0.878983,-0.000001,0.59062,0.771757,-0.039615,0.709178,0.455137,-0.010841,1,0,1
1349,'2026/05/14 12:05:14:299',5,0.67605,0.880382,-0.000001,0.590738,0.772031,-0.040967,0.70959,0.454885,-0.010596,1,0,1
1350,'2026/05/14 12:05:14:329',5,0.676162,0.880281,-0.000001,0.591798,0.771293,-0.04295,0.709199,0.455907,-0.012845,1,0,1
1351,'2026/05/14 12:05:14:362',5,0.676093,0.879704,-0.000001,0.588192,0.771851,-0.039818,0.711936,0.45712,-0.008319,1,0,1
1352,'2026/05/14 12:05:14:406',5,0.676686,0.881071,-0.000001,0.587272,0.771802,-0.038504,0.710545,0.457508,-0.007132,1,0,1
1353,'2026/05/14 12:05:14:452',5,0.675211,0.881035,-0.000001,0.586691,0.771448,-0.036985,0.710654,0.45574,-0.00561,1,0,1
1354,'2026/05/14 12:05:14:490',5,0.675075,0.881454,-0.000001,0.584785,0.773255,-0.039319,0.709089,0.455761,-0.008945,1,0,1
1355,'2026/05/14 12:05:14:523',5,0.6766,0.881159,-0.000001,0.587392,0.770363,-0.040761,0.710707,0.458304,-0.010373,1,0,1
1356,'2026/05/14 12:05:14:552',5,0.672508,0.881538,-0.000001,0.587471,0.770066,-0.037633,0.709821,0.457162,-0.010037,1,0,1
1357,'2026/05/14 12:05:14:584',5,0.672975,0.880377,-0.000001,0.589167,0.769387,-0.039218,0.710498,0.458205,-0.008675,1,0,1
1358,'2026/05/14 12:05:14:614',5,0.673507,0.881957,-0.000001,0.584991,0.771091,-0.03782,0.712154,0.459201,-0.006689,1,0,1
1359,'2026/05/14 12:05:14:645',5,0.674829,0.881434,-0.000001,0.583988,0.772346,-0.041009,0.713286,0.457714,-0.009792,1,0,1
1360,'2026/05/14 12:05:14:678',5,0.675199,0.881975,-0.000001,0.58608,0.771977,-0.037909,0.714322,0.457946,-0.007703,1,0,1
1361,'2026/05/14 12:05:14:707',5,0.676026,0.880888,-0.000001,0.585994,0.770763,-0.037642,0.713722,0.458922,-0.006964,1,0,1
1362,'2026/05/14 12:05:14:749',5,0.67408,0.883557,-0.000001,0.586009,0.772202,-0.036798,0.711038,0.456985,-0.006757,1,0,1
1363,'2026/05/14 12:05:14:788',5,0.672335,0.884101,-0.000001,0.589228,0.76873,-0.032866,0.709764,0.457176,-0.003798,1,0,1
1364,'2026/05/14 12:05:14:818',5,0.671045,0.883301,-0.000001,0.585216,0.769959,-0.035319,0.71044,0.45617,-0.008254,1,0,1
1365,'2026/05/14 12:05:14:850',5,0.674408,0.882904,-0.000001,0.586065,0.772145,-0.040369,0.710783,0.458559,-0.008344,1,0,1
1366,'2026/05/14 12:05:14:886',5,0.673475,0.882061,-0.000001,0.585213,0.772441,-0.0378,0.710528,0.456386,-0.007796,1,0,1
1367,'2026/05/14 12:05:14:915',5,0.674882,0.881083,-0.000001,0.585846,0.772299,-0.040433,0.712122,0.457666,-0.010799,1,0,1
1368,'2026/05/14 12:05:14:945',5,0.676375,0.881428,-0.000001,0.587687,0.771259,-0.039481,0.711869,0.458184,-0.008082,1,0,1
1369,'2026/05/14 12:05:14:975',5,0.676172,0.880388,-0.000001,0.590781,0.769435,-0.03933,0.710761,0.456687,-0.008579,1,0,1
1370,'2026/05/14 12:05:15:007',5,0.675394,0.879384,-0.000001,0.590739,0.770044,-0.040133,0.71265,0.458162,-0.008205,1,0,1
1371,'2026/05/14 12:05:15:038',5,0.675553,0.881163,-0.000001,0.585701,0.771446,-0.04061,0.713439,0.45916,-0.010438,1,0,1
1372,'2026/05/14 12:05:15:070',5,0.675314,0.881753,-0.000001,0.587181,0.770981,-0.040581,0.71429,0.459842,-0.01025,1,0,1
1373,'2026/05/14 12:05:15:104',5,0.675807,0.878571,-0.000001,0.588789,0.769119,-0.037905,0.717653,0.462005,-0.006333,1,0,1
1374,'2026/05/14 12:05:15:135',5,0.677172,0.880296,-0.000001,0.587928,0.768412,-0.041145,0.718253,0.461148,-0.008078,1,0,1
1375,'2026/05/14 12:05:15:186',5,0.676265,0.87965,-0.000001,0.58933,0.76781,-0.038296,0.720496,0.462329,-0.006685,1,0,1
1376,'2026/05/14 12:05:15:214',5,0.676886,0.875707,-0.000001,0.591762,0.766081,-0.038734,0.722793,0.463477,-0.008537,1,0,1
1377,'2026/05/14 12:05:15:251',5,0.677386,0.8766,-0.000001,0.592499,0.766588,-0.040194,0.723187,0.464564,-0.007327,1,0,1
1378,'2026/05/14 12:05:15:280',5,0.676995,0.875392,-0.000001,0.588694,0.766477,-0.038862,0.722706,0.463118,-0.008721,1,0,1
1379,'2026/05/14 12:05:15:315',5,0.678184,0.876834,-0.000001,0.594035,0.765613,-0.040011,0.724067,0.463797,-0.007018,1,0,1
1380,'2026/05/14 12:05:15:341',5,0.677305,0.877215,-0.000001,0.589233,0.766965,-0.04205,0.721874,0.462613,-0.010225,1,0,1
1381,'2026/05/14 12:05:15:373',5,0.676617,0.877668,-0.000001,0.588844,0.76766,-0.038136,0.722185,0.463248,-0.005755,1,0,1
1382,'2026/05/14 12:05:15:406',5,0.676514,0.877089,-0.000001,0.590772,0.766638,-0.039127,0.722675,0.462847,-0.008635,1,0,1
1383,'2026/05/14 12:05:15:443',5,0.677678,0.875806,-0.000001,0.591984,0.765722,-0.038232,0.723604,0.462559,-0.007932,1,0,1
1384,'2026/05/14 12:05:15:473',5,0.678891,0.877922,-0.000001,0.594844,0.763382,-0.039855,0.726478,0.463962,-0.006686,1,0,1
1385,'2026/05/14 12:05:15:498',5,0.678495,0.877339,-0.000001,0.594904,0.764086,-0.040663,0.72513,0.463466,-0.009425,1,0,1
1386,'2026/05/14 12:05:15:530',5,0.679367,0.876415,-0.000001,0.59615,0.765316,-0.043347,0.725377,0.461524,-0.010051,1,0,1
1387,'2026/05/14 12:05:15:560',5,0.67947,0.878292,-0.000001,0.593247,0.765021,-0.039111,0.725725,0.463134,-0.005283,1,0,1
1388,'2026/05/14 12:05:15:603',5,0.677988,0.876429,-0.000001,0.594925,0.76505,-0.042417,0.726102,0.463505,-0.00842,1,0,1
1389,'2026/05/14 12:05:15:640',5,0.678109,0.877578,-0.000001,0.591728,0.763199,-0.040383,0.726022,0.462443,-0.005603,1,0,1
1390,'2026/05/14 12:05:15:671',5,0.677591,0.876261,-0.000001,0.59458,0.762547,-0.041554,0.727689,0.462183,-0.007381,1,0,1
1391,'2026/05/14 12:05:15:704',5,0.676617,0.875039,-0.000001,0.597414,0.761199,-0.041348,0.728514,0.461987,-0.00972,1,0,1
1392,'2026/05/14 12:05:15:739',5,0.678478,0.877285,-0.000001,0.593505,0.761322,-0.039123,0.730541,0.462579,-0.007359,1,0,1
1393,'2026/05/14 12:05:15:766',5,0.679409,0.877414,-0.000001,0.595527,0.762073,-0.04077,0.732749,0.464377,-0.006427,1,0,1
1394,'2026/05/14 12:05:15:798',5,0.680009,0.877228,-0.000001,0.599835,0.757946,-0.03758,0.734693,0.464164,-0.00254,1,0,1
1395,'2026/05/14 12:05:15:830',5,0.679519,0.876678,-0.000001,0.599269,0.75966,-0.03917,0.734357,0.463625,-0.005621,1,0,1
1396,'2026/05/14 12:05:15:861',5,0.67867,0.877253,-0.000001,0.5981,0.759591,-0.037982,0.734076,0.463495,-0.005597,1,0,1
1397,'2026/05/14 12:05:15:892',5,0.678658,0.875394,-0.000001,0.596948,0.761484,-0.041096,0.7334,0.463404,-0.007753,1,0,1
1398,'2026/05/14 12:05:15:925',5,0.679751,0.876752,-0.000001,0.596101,0.761,-0.040226,0.73261,0.463828,-0.005678,1,0,1
1399,'2026/05/14 12:05:15:957',5,0.68036,0.877728,-0.000001,0.594581,0.759098,-0.038946,0.733934,0.462414,-0.006815,1,0,1
1400,'2026/05/14 12:05:16:003',5,0.681133,0.877747,-0.000001,0.59461,0.759622,-0.041764,0.733955,0.462482,-0.005864,1,0,1
1401,'2026/05/14 12:05:16:039',5,0.680867,0.878198,-0.000001,0.596821,0.760129,-0.039527,0.734662,0.463977,-0.001578,1,0,1
