@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
395,'2026/05/14 12:03:55:571',2,0.812133,0.880584,-0.000001,0.72571,0.722741,-0.07348,0.836425,0.731864,-0.024419,0,1,0
396,'2026/05/14 12:03:55:603',2,0.812297,0.880568,-0.000001,0.726113,0.722193,-0.075184,0.836418,0.730904,-0.023335,0,1,0
397,'2026/05/14 12:03:55:635',2,0.812076,0.880594,-0.000001,0.726127,0.722449,-0.074598,0.836897,0.731166,-0.023647,0,1,0
398,'2026/05/14 12:03:55:671',2,0.812426,0.878731,-0.000001,0.725947,0.721969,-0.073778,0.835479,0.730961,-0.023985,0,1,0
399,'2026/05/14 12:03:55:714',2,0.811438,0.878792,-0.000001,0.726207,0.721145,-0.072069,0.835828,0.730743,-0.022906,0,1,0
400,'2026/05/14 12:03:55:761',2,0.813172,0.879829,-0.000001,0.726857,0.721219,-0.076435,0.836575,0.730127,-0.024002,0,1,0
401,'2026/05/14 12:03:55:819',2,0.812095,0.880177,-0.000001,0.726148,0.721667,-0.075271,0.836318,0.730747,-0.023313,0,1,0
402,'2026/05/14 12:03:55:857',2,0.81242,0.87855,-0.000001,0.726523,0.721568,-0.073853,0.835891,0.730012,-0.025291,0,1,0
403,'2026/05/14 12:03:55:916',2,0.81332,0.879642,-0.000001,0.726699,0.721361,-0.073256,0.836621,0.731567,-0.024504,0,1,0
404,'2026/05/14 12:03:55:954',2,0.813534,0.878044,-0.000001,0.726402,0.722004,-0.069488,0.835104,0.731847,-0.020154,0,1,0
405,'2026/05/14 12:03:55:984',2,0.811593,0.87974,-0.000001,0.726524,0.71969,-0.07388,0.836524,0.730939,-0.023817,0,1,0
406,'2026/05/14 12:03:56:033',2,0.811469,0.878402,-0.000001,0.726226,0.720402,-0.071961,0.835682,0.73172,-0.023839,0,1,0
407,'2026/05/14 12:03:56:066',2,0.812392,0.880389,-0.000001,0.7269,0.722673,-0.075064,0.835769,0.731862,-0.023734,0,1,0
408,'2026/05/14 12:03:56:096',2,0.811139,0.880445,-0.000001,0.726115,0.721924,-0.075414,0.835448,0.732036,-0.024208,0,1,0
409,'2026/05/14 12:03:56:137',2,0.811232,0.881278,-0.000001,0.726233,0.723797,-0.073693,0.835559,0.732024,-0.023423,0,1,0
410,'2026/05/14 12:03:56:174',2,0.812235,0.880242,-0.000001,0.725369,0.721598,-0.07553,0.835809,0.729848,-0.023629,0,1,0
411,'2026/05/14 12:03:56:215',2,0.812532,0.878607,-0.000001,0.725887,0.72106,-0.07332,0.834959,0.730723,-0.024288,0,1,0
412,'2026/05/14 12:03:56:239',2,0.811483,0.878571,-0.000001,0.725889,0.720608,-0.072607,0.834233,0.73109,-0.020475,0,1,0
413,'2026/05/14 12:03:56:271',2,0.812876,0.879344,-0.000001,0.7259,0.720379,-0.074801,0.835287,0.729966,-0.023145,0,1,0
414,'2026/05/14 12:03:56:302',2,0.812251,0.880364,-0.000001,0.726207,0.722527,-0.072815,0.836113,0.731293,-0.023001,0,1,0
415,'2026/05/14 12:03:56:333',2,0.811574,0.878849,-0.000001,0.726561,0.722395,-0.071343,0.836351,0.730866,-0.02309,0,1,0
416,'2026/05/14 12:03:56:366',2,0.813675,0.880663,-0.000001,0.727738,0.724145,-0.068873,0.836412,0.732224,-0.020756,0,1,0
417,'2026/05/14 12:03:56:405',2,0.813305,0.878976,-0.000001,0.727528,0.722303,-0.071619,0.835667,0.73192,-0.022407,0,1,0
418,'2026/05/14 12:03:56:448',2,0.811709,0.878315,-0.000001,0.726041,0.723592,-0.069977,0.836101,0.732631,-0.021903,0,1,0
419,'2026/05/14 12:03:56:499',2,0.812411,0.878083,-0.000001,0.726707,0.721503,-0.072767,0.836447,0.730582,-0.023506,0,1,0
420,'2026/05/14 12:03:56:557',2,0.812588,0.878785,-0.000001,0.726719,0.72261,-0.071578,0.836468,0.730315,-0.02456,0,1,0
421,'2026/05/14 12:03:56:587',2,0.813857,0.878979,-0.000001,0.727847,0.721507,-0.072684,0.836865,0.731792,-0.023673,0,1,0
422,'2026/05/14 12:03:56:640',2,0.815816,0.878817,-0.000001,0.729262,0.721938,-0.072462,0.838097,0.730927,-0.022009,0,1,0
423,'2026/05/14 12:03:56:677',2,0.814689,0.879362,-0.000001,0.729265,0.721577,-0.070477,0.837972,0.732221,-0.022981,0,1,0
424,'2026/05/14 12:03:56:710',2,0.815571,0.879391,-0.000001,0.729563,0.724248,-0.066632,0.838266,0.731739,-0.022161,0,1,0
425,'2026/05/14 12:03:56:740',2,0.815968,0.879896,-0.000001,0.729399,0.721322,-0.069467,0.837779,0.73115,-0.019285,0,1,0
426,'2026/05/14 12:03:56:772',2,0.814875,0.879983,-0.000001,0.729302,0.72247,-0.069395,0.838813,0.7316,-0.019733,0,1,0
427,'2026/05/14 12:03:56:808',2,0.814687,0.879682,-0.000001,0.729455,0.721182,-0.072697,0.838228,0.730732,-0.021911,0,1,0
428,'2026/05/14 12:03:56:835',2,0.81471,0.879037,-0.000001,0.728439,0.721168,-0.072268,0.838683,0.730618,-0.021839,0,1,0
429,'2026/05/14 12:03:56:892',2,0.815513,0.878953,-0.000001,0.729065,0.7247,-0.06974,0.837299,0.730523,-0.023415,0,1,0
430,'2026/05/14 12:03:56:930',2,0.814583,0.879672,-0.000001,0.729873,0.7248,-0.068874,0.83755,0.73076,-0.022528,0,1,0
431,'2026/05/14 12:03:56:961',2,0.814158,0.879583,-0.000001,0.728757,0.720789,-0.071868,0.839004,0.730196,-0.023026,0,1,0
432,'2026/05/14 12:03:56:992',2,0.814371,0.879004,-0.000001,0.728653,0.721004,-0.07297,0.838796,0.730768,-0.023326,0,1,0
433,'2026/05/14 12:03:57:025',2,0.81326,0.87968,-0.000001,0.728901,0.722065,-0.071644,0.838309,0.731462,-0.023834,0,1,0
434,'2026/05/14 12:03:57:080',2,0.81484,0.878836,-0.000001,0.730032,0.723926,-0.071467,0.838254,0.730831,-0.021637,0,1,0
435,'2026/05/14 12:03:57:106',2,0.81336,0.879012,-0.000001,0.728989,0.723626,-0.071051,0.837878,0.732092,-0.024555,0,1,0
436,'2026/05/14 12:03:57:134',2,0.816189,0.878802,-0.000001,0.730136,0.723996,-0.068817,0.837577,0.731852,-0.019716,0,1,0
437,'2026/05/14 12:03:57:165',2,0.813962,0.877837,-0.000001,0.729789,0.724302,-0.068739,0.838413,0.730685,-0.022899,0,1,0
438,'2026/05/14 12:03:57:197',2,0.816026,0.87974,-0.000001,0.729852,0.721966,-0.07076,0.839245,0.730995,-0.02207,0,1,0
439,'2026/05/14 12:03:57:231',2,0.816455,0.879864,-0.000001,0.729998,0.720442,-0.072129,0.840259,0.7309,-0.021464,0,1,0
440,'2026/05/14 12:03:57:270',2,0.816885,0.879685,-0.000001,0.731016,0.719321,-0.070391,0.840412,0.729109,-0.020201,0,1,0
441,'2026/05/14 12:03:57:320',2,0.815809,0.878855,-0.000001,0.730632,0.721645,-0.072869,0.840778,0.730598,-0.02265,0,1,0
442,'2026/05/14 12:03:57:356',2,0.817305,0.878875,-0.000001,0.731493,0.720839,-0.071443,0.840662,0.730518,-0.021713,0,1,0
443,'2026/05/14 12:03:57:385',2,0.81513,0.878465,-0.000001,0.731497,0.722363,-0.072605,0.839962,0.731238,-0.024522,0,1,0
444,'2026/05/14 12:03:57:419',2,0.816588,0.878694,-0.000001,0.731815,0.721411,-0.065881,0.839967,0.732069,-0.021413,0,1,0
445,'2026/05/14 12:03:57:451',2,0.814782,0.877159,-0.000001,0.730932,0.722777,-0.071268,0.840263,0.730674,-0.023394,0,1,0
446,'2026/05/14 12:03:57:482',2,0.816726,0.879857,-0.000001,0.731741,0.720311,-0.07312,0.840318,0.73031,-0.022806,0,1,0
447,'2026/05/14 12:03:57:512',2,0.815813,0.877935,-0.000001,0.732202,0.721527,-0.072659,0.840338,0.731901,-0.023479,0,1,0
448,'2026/05/14 12:03:57:545',2,0.816103,0.878785,-0.000001,0.732433,0.72121,-0.070965,0.84095,0.730615,-0.02202,0,1,0
449,'2026/05/14 12:03:57:574',2,0.815739,0.879278,-0.000001,0.73156,0.720375,-0.070722,0.840283,0.731187,-0.023354,0,1,0
450,'2026/05/14 12:03:57:605',2,0.81672,0.878137,-0.000001,0.733095,0.720567,-0.071503,0.841267,0.730971,-0.023573,0,1,0
451,'2026/05/14 12:03:57:636',2,0.818381,0.877981,-0.000001,0.732673,0.721004,-0.071024,0.841427,0.731378,-0.022879,0,1,0
452,'2026/05/14 12:03:57:687',2,0.817742,0.877601,-0.000001,0.73338,0.721069,-0.069936,0.841296,0.732365,-0.021032,0,1,0
453,'2026/05/14 12:03:57:715',2,0.818742,0.87583,-0.000001,0.734758,0.720086,-0.071345,0.841304,0.729651,-0.020019,0,1,0
454,'2026/05/14 12:03:57:746',2,0.818325,0.877284,-0.000001,0.735052,0.722336,-0.073826,0.844018,0.732083,-0.024043,0,1,0
455,'2026/05/14 12:03:57:780',2,0.818694,0.877999,-0.000001,0.735518,0.721802,-0.072159,0.844622,0.731577,-0.023323,0,1,0
456,'2026/05/14 12:03:57:812',2,0.82008,0.877889,-0.000001,0.737279,0.723654,-0.071094,0.845441,0.73149,-0.021672,0,1,0
457,'2026/05/14 12:03:57:841',2,0.821959,0.877694,-0.000001,0.736958,0.721524,-0.067871,0.844572,0.731981,-0.018929,0,1,0
458,'2026/05/14 12:03:57:874',2,0.82165,0.876917,-0.000001,0.737819,0.720183,-0.064031,0.84442,0.732106,-0.019404,0,1,0
459,'2026/05/14 12:03:57:906',2,0.82128,0.876152,-0.000001,0.737804,0.719072,-0.065743,0.844258,0.731461,-0.018146,0,1,0
460,'2026/05/14 12:03:57:937',2,0.821533,0.877758,-0.000001,0.738653,0.720975,-0.064703,0.845517,0.731591,-0.02052,0,1,0
461,'2026/05/14 12:03:57:967',2,0.821021,0.875671,-0.000001,0.736962,0.719,-0.064233,0.843499,0.732974,-0.019114,0,1,0
462,'2026/05/14 12:03:58:000',2,0.821382,0.875586,-0.000001,0.738055,0.718976,-0.06152,0.845289,0.730585,-0.01692,0,1,0
463,'2026/05/14 12:03:58:029',2,0.82229,0.877377,-0.000001,0.736963,0.718088,-0.062744,0.844345,0.732587,-0.017426,0,1,0
464,'2026/05/14 12:03:58:071',2,0.822343,0.87568,-0.000001,0.737868,0.719917,-0.065905,0.845375,0.732568,-0.019922,0,1,0
465,'2026/05/14 12:03:58:122',2,0.822852,0.876242,-0.000001,0.738164,0.720481,-0.065578,0.845205,0.732696,-0.018971,0,1,0
466,'2026/05/14 12:03:58:164',2,0.821805,0.875009,-0.000001,0.736373,0.717663,-0.063889,0.844338,0.733015,-0.020578,0,1,0
467,'2026/05/14 12:03:58:188',2,0.820478,0.874716,-0.000001,0.738226,0.719466,-0.067415,0.84553,0.731758,-0.022913,0,1,0
468,'2026/05/14 12:03:58:228',2,0.823218,0.875532,-0.000001,0.73771,0.714162,-0.06714,0.846296,0.730888,-0.020346,0,1,0
469,'2026/05/14 12:03:58:252',2,0.824508,0.876031,-0.000001,0.739953,0.715051,-0.066362,0.846775,0.73172,-0.020246,0,1,0
470,'2026/05/14 12:03:58:282',2,0.825274,0.876514,-0.000001,0.740169,0.720451,-0.063823,0.847602,0.732741,-0.019709,0,1,0
471,'2026/05/14 12:03:58:314',2,0.825345,0.874984,-0.000001,0.741674,0.714583,-0.064174,0.84768,0.729934,-0.021432,0,1,0
472,'2026/05/14 12:03:58:348',2,0.825593,0.87331,-0.000001,0.740844,0.717719,-0.067536,0.846875,0.731802,-0.023096,0,1,0
473,'2026/05/14 12:03:58:379',2,0.828904,0.875812,-0.000001,0.744483,0.715645,-0.070519,0.850959,0.731249,-0.024187,0,1,0
474,'2026/05/14 12:03:58:428',2,0.829648,0.874271,-0.000001,0.746277,0.713743,-0.068658,0.851837,0.730342,-0.021015,0,1,0
475,'2026/05/14 12:03:58:457',2,0.830842,0.874858,-0.000001,0.74794,0.714529,-0.067281,0.852998,0.731585,-0.021097,0,1,0
476,'2026/05/14 12:03:58:497',2,0.830284,0.873481,-0.000001,0.750102,0.716853,-0.065389,0.853301,0.732314,-0.021502,0,1,0
477,'2026/05/14 12:03:58:543',2,0.831348,0.873819,-0.000001,0.752075,0.71681,-0.064352,0.855024,0.731654,-0.018986,0,1,0
478,'2026/05/14 12:03:58:567',2,0.834046,0.875033,-0.000001,0.753171,0.714956,-0.065167,0.856298,0.731845,-0.02032,0,1,0
479,'2026/05/14 12:03:58:599',2,0.83496,0.87436,-0.000001,0.75546,0.717551,-0.066519,0.856387,0.733808,-0.019618,0,1,0
480,'2026/05/14 12:03:58:630',2,0.835245,0.873307,-0.000001,0.756512,0.719639,-0.065435,0.857125,0.732745,-0.018563,0,1,0
481,'2026/05/14 12:03:58:662',2,0.832894,0.873204,-0.000001,0.75414,0.71837,-0.061423,0.855553,0.734042,-0.01971,0,1,0
482,'2026/05/14 12:03:58:696',2,0.834043,0.874609,-0.000001,0.75569,0.718731,-0.062605,0.856024,0.733816,-0.019489,0,1,0
483,'2026/05/14 12:03:58:727',2,0.830821,0.872348,-0.000001,0.75307,0.717795,-0.059516,0.85372,0.73365,-0.019531,0,1,0
484,'2026/05/14 12:03:58:757',2,0.829367,0.87373,-0.000001,0.750012,0.718823,-0.060251,0.8525,0.73556,-0.018652,0,1,0
485,'2026/05/14 12:03:58:788',2,0.831266,0.875086,-0.000001,0.750899,0.721044,-0.060568,0.851428,0.736883,-0.017685,0,1,0
486,'2026/05/14 12:03:58:821',2,0.830192,0.874737,-0.000001,0.7505,0.722813,-0.062019,0.851643,0.73782,-0.017673,0,1,0
487,'2026/05/14 12:03:58:852',2,0.828438,0.873391,-0.000001,0.74885,0.722835,-0.059587,0.847354,0.738243,-0.017332,0,1,0
488,'2026/05/14 12:03:58:888',2,0.825202,0.871828,-0.000001,0.748332,0.725399,-0.057212,0.846927,0.736477,-0.016616,0,1,0
489,'2026/05/14 12:03:58:914',2,0.823668,0.873812,-0.000001,0.746013,0.72625,-0.058217,0.846357,0.738018,-0.018013,0,1,0
490,'2026/05/14 12:03:58:945',2,0.82499,0.874714,-0.000001,0.745679,0.723917,-0.056165,0.844967,0.738227,-0.014893,0,1,0
491,'2026/05/14 12:03:58:985',2,0.823978,0.87616,-0.000001,0.745415,0.723739,-0.056683,0.844228,0.736525,-0.015475,0,1,0
492,'2026/05/14 12:03:59:023',2,0.82453,0.875726,-0.000001,0.745851,0.723871,-0.055042,0.844417,0.737439,-0.015187,0,1,0
493,'2026/05/14 12:03:59:055',2,0.825507,0.873702,-0.000001,0.746558,0.724507,-0.056289,0.846074,0.737621,-0.016819,0,1,0
494,'2026/05/14 12:03:59:086',2,0.825428,0.872967,-0.000001,0.746645,0.724557,-0.05739,0.848111,0.736001,-0.015946,0,1,0
495,'2026/05/14 12:03:59:117',2,0.828388,0.873669,-0.000001,0.748269,0.72429,-0.056979,0.849083,0.737059,-0.016084,0,1,0
496,'2026/05/14 12:03:59:148',2,0.829144,0.873308,-0.000001,0.749724,0.721589,-0.057756,0.850389,0.73607,-0.018273,0,1,0
497,'2026/05/14 12:03:59:180',2,0.831475,0.873975,-0.000001,0.752484,0.721107,-0.062636,0.853363,0.734241,-0.016386,0,1,0
498,'2026/05/14 12:03:59:215',2,0.830137,0.870536,-0.000001,0.75172,0.722127,-0.059432,0.853544,0.735459,-0.017814,0,1,0
499,'2026/05/14 12:03:59:243',2,0.830579,0.870617,-0.000001,0.749736,0.719585,-0.059009,0.853264,0.735262,-0.018316,0,1,0
500,'2026/05/14 12:03:59:275',2,0.830961,0.871654,-0.000001,0.750952,0.720815,-0.059112,0.853194,0.73406,-0.016897,0,1,0
501,'2026/05/14 12:03:59:307',2,0.828552,0.870825,-0.000001,0.749593,0.723638,-0.062158,0.851942,0.734806,-0.018723,0,1,0
502,'2026/05/14 12:03:59:342',2,0.826235,0.872146,-0.000001,0.746969,0.719506,-0.058573,0.848469,0.734504,-0.018417,0,1,0
503,'2026/05/14 12:03:59:372',2,0.824787,0.872811,-0.000001,0.745268,0.723606,-0.059953,0.848024,0.734021,-0.019903,0,1,0
504,'2026/05/14 12:03:59:402',2,0.822317,0.874203,-0.000001,0.743604,0.720286,-0.059896,0.844442,0.73435,-0.019345,0,1,0
505,'2026/05/14 12:03:59:434',2,0.821381,0.875476,-0.000001,0.743601,0.720108,-0.061058,0.841089,0.733423,-0.015875,0,1,0
506,'2026/05/14 12:03:59:467',2,0.819745,0.876012,-0.000001,0.739948,0.721747,-0.060455,0.840461,0.733779,-0.017265,0,1,0
507,'2026/05/14 12:03:59:496',2,0.815444,0.873366,-0.000001,0.736139,0.724319,-0.061535,0.837966,0.734972,-0.018717,0,1,0
508,'2026/05/14 12:03:59:527',2,0.812369,0.872413,-0.000001,0.733049,0.725152,-0.061504,0.83557,0.734726,-0.018472,0,1,0
509,'2026/05/14 12:03:59:560',2,0.812102,0.874759,-0.000001,0.730929,0.723713,-0.058633,0.832698,0.73572,-0.019995,0,1,0
510,'2026/05/14 12:03:59:591',2,0.810873,0.874191,-0.000001,0.730302,0.725118,-0.059828,0.831579,0.734462,-0.017599,0,1,0
511,'2026/05/14 12:03:59:622',2,0.809781,0.876614,-0.000001,0.729779,0.725527,-0.059511,0.830309,0.735971,-0.018797,0,1,0
512,'2026/05/14 12:03:59:668',2,0.808138,0.878253,-0.000001,0.726811,0.725655,-0.059855,0.829531,0.734942,-0.017584,0,1,0
513,'2026/05/14 12:03:59:704',2,0.807659,0.878083,-0.000001,0.728104,0.728742,-0.061564,0.829158,0.734514,-0.017836,0,1,0
514,'2026/05/14 12:03:59:734',2,0.807399,0.877838,-0.000001,0.726228,0.72541,-0.060131,0.828421,0.734917,-0.015605,0,1,0
515,'2026/05/14 12:03:59:766',2,0.807018,0.878762,-0.000001,0.726691,0.724516,-0.061866,0.827459,0.734672,-0.017775,0,1,0
516,'2026/05/14 12:03:59:796',2,0.807503,0.879495,-0.000001,0.726843,0.725079,-0.063564,0.827603,0.734372,-0.017029,0,1,0
517,'2026/05/14 12:03:59:828',2,0.807321,0.880214,-0.000001,0.727482,0.723364,-0.063258,0.82722,0.734642,-0.01922,0,1,0
518,'2026/05/14 12:03:59:866',2,0.805847,0.87746,-0.000001,0.72603,0.723801,-0.062433,0.82769,0.733409,-0.01681,0,1,0
519,'2026/05/14 12:03:59:901',2,0.806896,0.877756,-0.000001,0.726493,0.726187,-0.061468,0.828384,0.732902,-0.016743,0,1,0
520,'2026/05/14 12:03:59:925',2,0.805832,0.877255,-0.000001,0.725497,0.725771,-0.061725,0.826967,0.735813,-0.017062,0,1,0
521,'2026/05/14 12:03:59:957',2,0.806369,0.877266,-0.000001,0.724797,0.725556,-0.062744,0.828354,0.734075,-0.016941,0,1,0
522,'2026/05/14 12:03:59:997',2,0.806733,0.878365,-0.000001,0.726108,0.725953,-0.061724,0.827484,0.734668,-0.015935,0,1,0
523,'2026/05/14 12:04:00:036',2,0.805849,0.877882,-0.000001,0.724533,0.726831,-0.065096,0.827822,0.734017,-0.018095,0,1,0
524,'2026/05/14 12:04:00:086',2,0.804829,0.879013,-0.000001,0.723333,0.724099,-0.06053,0.826806,0.733377,-0.015395,0,1,0
525,'2026/05/14 12:04:00:138',2,0.80648,0.878802,-0.000001,0.725013,0.72671,-0.061967,0.826705,0.733915,-0.015517,0,1,0
526,'2026/05/14 12:04:00:163',2,0.805069,0.875964,-0.000001,0.723136,0.725452,-0.063377,0.826927,0.734414,-0.016633,0,1,0
527,'2026/05/14 12:04:00:193',2,0.805635,0.878375,-0.000001,0.72311,0.724122,-0.061906,0.826433,0.733965,-0.017748,0,1,0
528,'2026/05/14 12:04:00:226',2,0.806611,0.877083,-0.000001,0.724988,0.727103,-0.060349,0.827128,0.734726,-0.013522,0,1,0
529,'2026/05/14 12:04:00:258',2,0.806506,0.878024,-0.000001,0.725157,0.725215,-0.062206,0.827372,0.734087,-0.01393,0,1,0
530,'2026/05/14 12:04:00:289',2,0.805511,0.877975,-0.000001,0.725434,0.723995,-0.062269,0.827344,0.734604,-0.019085,0,1,0
531,'2026/05/14 12:04:00:326',2,0.805495,0.879317,-0.000001,0.724544,0.724756,-0.061348,0.827612,0.733836,-0.016772,0,1,0
532,'2026/05/14 12:04:00:354',2,0.807518,0.879291,-0.000001,0.726462,0.72447,-0.063531,0.82728,0.734193,-0.017602,0,1,0
533,'2026/05/14 12:04:00:382',2,0.806009,0.877944,-0.000001,0.725429,0.725094,-0.059897,0.827648,0.734685,-0.016731,0,1,0
534,'2026/05/14 12:04:00:418',2,0.806576,0.878679,-0.000001,0.724705,0.724689,-0.059613,0.827384,0.734495,-0.015534,0,1,0
535,'2026/05/14 12:04:00:447',2,0.806349,0.877775,-0.000001,0.724432,0.726273,-0.058327,0.826886,0.736013,-0.016255,0,1,0
536,'2026/05/14 12:04:00:479',2,0.807186,0.879788,-0.000001,0.72653,0.724744,-0.061388,0.827094,0.735833,-0.016708,0,1,0
537,'2026/05/14 12:04:00:519',2,0.807666,0.878418,-0.000001,0.725378,0.724667,-0.062547,0.827566,0.73476,-0.018073,0,1,0
538,'2026/05/14 12:04:00:561',2,0.806496,0.878922,-0.000001,0.727294,0.726489,-0.061706,0.827022,0.73561,-0.014958,0,1,0
539,'2026/05/14 12:04:00:598',2,0.807207,0.879065,-0.000001,0.727657,0.724397,-0.063011,0.827796,0.73612,-0.016756,0,1,0
540,'2026/05/14 12:04:00:638',2,0.808409,0.878988,-0.000001,0.728588,0.72347,-0.062573,0.827129,0.73386,-0.01702,0,1,0
541,'2026/05/14 12:04:00:666',2,0.807282,0.879125,-0.000001,0.728702,0.725325,-0.063542,0.826888,0.736482,-0.017929,0,1,0
542,'2026/05/14 12:04:00:706',2,0.807078,0.878494,-0.000001,0.726512,0.728547,-0.061702,0.828672,0.736256,-0.01497,0,1,0
543,'2026/05/14 12:04:00:731',2,0.807897,0.879345,-0.000001,0.728446,0.728067,-0.061226,0.827364,0.73841,-0.017553,0,1,0
544,'2026/05/14 12:04:00:760',2,0.806781,0.876956,-0.000001,0.728562,0.728439,-0.061813,0.82887,0.735925,-0.017256,0,1,0
545,'2026/05/14 12:04:00:815',2,0.807982,0.878867,-0.000001,0.727567,0.727347,-0.05984,0.827962,0.738014,-0.017193,0,1,0
546,'2026/05/14 12:04:00:845',2,0.807962,0.876915,-0.000001,0.728219,0.725708,-0.060194,0.827517,0.737172,-0.015336,0,1,0
547,'2026/05/14 12:04:00:880',2,0.808413,0.878003,-0.000001,0.72915,0.72827,-0.060081,0.829728,0.737252,-0.015566,0,1,0
548,'2026/05/14 12:04:16:153',3,0.685994,0.889953,-0.000001,0.662574,0.443446,-0.042227,0.711405,0.794701,-0.052139,0,0,1
549,'2026/05/14 12:04:16:183',3,0.68589,0.887036,-0.000001,0.664956,0.444512,-0.045728,0.712463,0.79587,-0.053645,0,0,1
550,'2026/05/14 12:04:16:216',3,0.686029,0.889377,-0.000001,0.664162,0.444051,-0.042229,0.712551,0.79653,-0.051024,0,0,1
551,'2026/05/14 12:04:16:245',3,0.68451,0.889155,-0.000001,0.665194,0.443605,-0.044001,0.712448,0.794496,-0.051832,0,0,1
552,'2026/05/14 12:04:16:282',3,0.68504,0.88839,-0.000001,0.665074,0.442361,-0.044916,0.712966,0.796624,-0.051237,0,0,1
553,'2026/05/14 12:04:16:315',3,0.684902,0.887818,-0.000001,0.665248,0.442355,-0.044518,0.712709,0.796857,-0.052229,0,0,1
554,'2026/05/14 12:04:16:339',3,0.684187,0.889002,-0.000001,0.665015,0.442533,-0.043675,0.713024,0.797112,-0.051198,0,0,1
555,'2026/05/14 12:04:16:371',3,0.683659,0.892155,-0.000001,0.665689,0.44183,-0.042889,0.709063,0.796067,-0.052095,0,0,1
556,'2026/05/14 12:04:16:402',3,0.682623,0.891386,-0.000001,0.666992,0.442438,-0.042872,0.707124,0.796115,-0.051157,0,0,1
557,'2026/05/14 12:04:16:436',3,0.683359,0.889148,-0.000001,0.667715,0.442484,-0.043871,0.709685,0.794743,-0.050951,0,0,1
558,'2026/05/14 12:04:16:468',3,0.683033,0.891552,-0.000001,0.667339,0.439803,-0.045409,0.709224,0.795468,-0.050912,0,0,1
559,'2026/05/14 12:04:16:500',3,0.681758,0.89171,-0.000001,0.667567,0.441187,-0.039728,0.71171,0.794441,-0.04962,0,0,1
560,'2026/05/14 12:04:16:533',3,0.681034,0.891663,-0.000001,0.66787,0.440807,-0.039878,0.708206,0.795483,-0.048779,0,0,1
561,'2026/05/14 12:04:16:564',3,0.681993,0.88982,-0.000001,0.667065,0.440864,-0.045226,0.710674,0.795845,-0.0526,0,0,1
562,'2026/05/14 12:04:16:596',3,0.680605,0.891187,-0.000001,0.669541,0.439382,-0.043042,0.709273,0.795002,-0.049919,0,0,1
563,'2026/05/14 12:04:16:635',3,0.680402,0.891747,-0.000001,0.67235,0.438929,-0.041964,0.70694,0.79576,-0.050276,0,0,1
564,'2026/05/14 12:04:16:666',3,0.680292,0.891499,-0.000001,0.674834,0.439258,-0.045706,0.704379,0.795169,-0.051231,0,0,1
565,'2026/05/14 12:04:16:704',3,0.680768,0.889144,-0.000001,0.677265,0.43831,-0.045434,0.702438,0.792838,-0.050507,0,0,1
566,'2026/05/14 12:04:16:729',3,0.680643,0.893771,-0.000001,0.680401,0.439827,-0.035724,0.70384,0.794925,-0.048654,0,0,1
567,'2026/05/14 12:04:16:762',3,0.681081,0.891018,-0.000001,0.679666,0.437205,-0.043245,0.704944,0.794669,-0.050772,0,0,1
568,'2026/05/14 12:04:16:792',3,0.680308,0.888046,-0.000001,0.678807,0.438264,-0.044692,0.706784,0.794613,-0.051389,0,0,1
569,'2026/05/14 12:04:16:849',3,0.68012,0.89171,-0.000001,0.678405,0.438066,-0.041161,0.705368,0.793961,-0.049052,0,0,1
570,'2026/05/14 12:04:16:894',3,0.680935,0.891495,-0.000001,0.678149,0.439373,-0.042746,0.706901,0.79356,-0.050219,0,0,1
571,'2026/05/14 12:04:16:921',3,0.68087,0.890805,-0.000001,0.678288,0.438597,-0.041624,0.705159,0.795155,-0.050211,0,0,1
572,'2026/05/14 12:04:16:951',3,0.680028,0.892397,-0.000001,0.68049,0.439844,-0.038758,0.704806,0.79442,-0.048916,0,0,1
573,'2026/05/14 12:04:16:998',3,0.679158,0.892805,-0.000001,0.682437,0.440156,-0.038561,0.704845,0.794194,-0.047224,0,0,1
574,'2026/05/14 12:04:17:044',3,0.679537,0.89323,-0.000001,0.682572,0.439732,-0.039276,0.706384,0.793637,-0.047501,0,0,1
575,'2026/05/14 12:04:17:084',3,0.67975,0.891031,-0.000001,0.681102,0.439091,-0.041059,0.708815,0.793727,-0.048049,0,0,1
576,'2026/05/14 12:04:17:115',3,0.67835,0.889926,-0.000001,0.679844,0.439265,-0.041723,0.708048,0.794126,-0.049787,0,0,1
577,'2026/05/14 12:04:17:140',3,0.679078,0.892095,-0.000001,0.67967,0.436874,-0.04524,0.701576,0.795349,-0.051784,0,0,1
578,'2026/05/14 12:04:17:172',3,0.679366,0.889368,-0.000001,0.678944,0.438719,-0.045558,0.703207,0.795241,-0.05163,0,0,1
579,'2026/05/14 12:04:17:203',3,0.679578,0.88616,-0.000001,0.678304,0.438964,-0.044051,0.706841,0.794428,-0.050576,0,0,1
580,'2026/05/14 12:04:17:233',3,0.679965,0.889527,-0.000001,0.677012,0.439028,-0.042442,0.709496,0.793765,-0.051203,0,0,1
