@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
31,'2026/05/06 10:37:40:974',1,0.651563,0.768767,0,0.599593,0.745079,-0.023634,0.550718,0.713588,-0.04017,0.508675,0.693344,-0.056549,0.473118,0.687464,-0.074009,0.593957,0.607318,-0.021301,0.574372,0.544531,-0.035484,0.563386,0.504148,-0.048871,0.555263,0.469706,-0.059394,0.630492,0.592416,-0.021717,0.628817,0.521809,-0.030139,0.626456,0.47914,-0.038642,0.625018,0.445828,-0.046756,0.664777,0.599872,-0.025546,0.676518,0.53942,-0.035575,0.682792,0.502405,-0.045069,0.687819,0.471597,-0.052932,0.693235,0.623519,-0.032119,0.719046,0.590176,-0.041118,0.735472,0.566215,-0.046007,0.748481,0.54351,-0.050061,1,0,0
32,'2026/05/06 10:37:41:007',1,0.651602,0.770194,0,0.599837,0.745403,-0.023255,0.550831,0.714512,-0.040206,0.510256,0.693517,-0.057102,0.474869,0.686236,-0.075107,0.59404,0.608268,-0.020959,0.574024,0.544932,-0.034868,0.562908,0.50423,-0.048582,0.555026,0.469738,-0.059536,0.630606,0.593508,-0.021562,0.628813,0.522837,-0.029854,0.627378,0.480023,-0.038919,0.626841,0.447228,-0.047848,0.665038,0.600866,-0.025499,0.676349,0.539284,-0.035163,0.683714,0.502317,-0.045218,0.689568,0.472615,-0.053872,0.694173,0.624536,-0.032149,0.719567,0.589043,-0.040782,0.735609,0.564413,-0.045883,0.747874,0.541641,-0.050425,1,0,0
33,'2026/05/06 10:37:41:038',1,0.651273,0.769357,0,0.599687,0.746022,-0.023593,0.551071,0.715297,-0.040293,0.510508,0.694278,-0.056824,0.475339,0.687155,-0.074363,0.594347,0.608389,-0.021163,0.574749,0.545497,-0.03506,0.56378,0.504604,-0.048441,0.55596,0.4697,-0.059165,0.630621,0.593886,-0.021783,0.628591,0.522762,-0.03037,0.627327,0.479815,-0.039066,0.627089,0.446905,-0.047541,0.664743,0.601408,-0.025836,0.676166,0.540594,-0.036166,0.683509,0.503246,-0.04618,0.689435,0.472695,-0.054593,0.69358,0.624908,-0.032617,0.719369,0.589911,-0.042139,0.735964,0.565223,-0.047629,0.748882,0.541876,-0.052301,1,0,0
34,'2026/05/06 10:37:41:070',1,0.652822,0.767523,0,0.59977,0.74496,-0.023698,0.550381,0.714048,-0.039868,0.508117,0.693921,-0.055779,0.472206,0.688795,-0.0728,0.594492,0.608021,-0.021014,0.575001,0.544933,-0.034317,0.563785,0.504388,-0.047132,0.555272,0.469468,-0.057373,0.631142,0.593209,-0.021049,0.62926,0.523118,-0.028888,0.626712,0.479955,-0.037418,0.625228,0.445587,-0.045726,0.665458,0.600688,-0.024421,0.676808,0.540929,-0.034029,0.683214,0.503848,-0.043762,0.688447,0.472745,-0.051885,0.693919,0.623979,-0.030509,0.719414,0.59014,-0.039211,0.735686,0.565831,-0.044208,0.748656,0.542672,-0.048444,1,0,0
35,'2026/05/06 10:37:41:112',1,0.652747,0.772301,0,0.600042,0.748174,-0.023114,0.550873,0.715458,-0.038899,0.509439,0.694368,-0.05458,0.473845,0.688782,-0.071309,0.595048,0.608556,-0.019554,0.575525,0.545026,-0.032948,0.564457,0.503865,-0.046007,0.556181,0.469,-0.056422,0.631194,0.594223,-0.020085,0.629659,0.522378,-0.02795,0.627758,0.479153,-0.036298,0.626819,0.445833,-0.044345,0.665261,0.602067,-0.024096,0.677018,0.541016,-0.033661,0.684172,0.504084,-0.043324,0.689922,0.473784,-0.051374,0.693815,0.626013,-0.030841,0.719357,0.59156,-0.039568,0.735645,0.56727,-0.044602,0.748405,0.544481,-0.048845,1,0,0
36,'2026/05/06 10:37:41:142',1,0.653735,0.770746,0,0.601543,0.747785,-0.024193,0.552073,0.716279,-0.041196,0.509502,0.695244,-0.057833,0.473431,0.688457,-0.075565,0.59548,0.608727,-0.022639,0.575657,0.545366,-0.037141,0.564309,0.504718,-0.05088,0.555806,0.469873,-0.061769,0.631794,0.593976,-0.022979,0.629815,0.522014,-0.03194,0.627648,0.478793,-0.040894,0.626655,0.444616,-0.049465,0.665849,0.601683,-0.026703,0.67713,0.540722,-0.037066,0.684054,0.503321,-0.047011,0.689699,0.471544,-0.055417,0.694465,0.625441,-0.033175,0.71964,0.590639,-0.042473,0.735832,0.566639,-0.047603,0.748751,0.543693,-0.052023,1,0,0
37,'2026/05/06 10:37:41:173',1,0.652764,0.770748,0,0.6005,0.746893,-0.023252,0.551437,0.715081,-0.039658,0.510006,0.69461,-0.055897,0.474486,0.688433,-0.073258,0.595221,0.609167,-0.021363,0.575599,0.545549,-0.034902,0.564515,0.504642,-0.047927,0.556412,0.469566,-0.058363,0.631631,0.594669,-0.021867,0.629883,0.523934,-0.029981,0.627851,0.480938,-0.038534,0.626917,0.447494,-0.04688,0.665815,0.602371,-0.025648,0.677329,0.541884,-0.035384,0.684395,0.504841,-0.045116,0.690408,0.474176,-0.053352,0.694266,0.625873,-0.032114,0.719709,0.591265,-0.041105,0.736344,0.566968,-0.046199,0.749811,0.544015,-0.050534,1,0,0
38,'2026/05/06 10:37:41:205',1,0.652946,0.772229,0,0.600887,0.747572,-0.023425,0.552105,0.715487,-0.040079,0.511666,0.694831,-0.056505,0.476368,0.688194,-0.074008,0.595341,0.608638,-0.021453,0.575985,0.54526,-0.03542,0.564966,0.504432,-0.048858,0.556733,0.469415,-0.059624,0.631901,0.59484,-0.022226,0.630131,0.523409,-0.030901,0.628158,0.48089,-0.039891,0.627256,0.447666,-0.048549,0.666076,0.603248,-0.026345,0.67733,0.541816,-0.036783,0.684273,0.504687,-0.04705,0.6899,0.473749,-0.055614,0.694794,0.627552,-0.033101,0.72023,0.591698,-0.042595,0.736676,0.567237,-0.047958,0.749536,0.543886,-0.052532,1,0,0
39,'2026/05/06 10:37:41:235',1,0.652475,0.772551,0,0.600128,0.748285,-0.023327,0.55136,0.716626,-0.039713,0.510886,0.695235,-0.056033,0.475734,0.688501,-0.073473,0.595932,0.609588,-0.020191,0.576128,0.546414,-0.03386,0.565116,0.505742,-0.047407,0.556887,0.470918,-0.058246,0.632031,0.595328,-0.020725,0.630311,0.523989,-0.029116,0.628452,0.480877,-0.038265,0.627394,0.447139,-0.047044,0.665905,0.60302,-0.024663,0.677743,0.541636,-0.034702,0.685079,0.504298,-0.045041,0.69085,0.47355,-0.053648,0.694406,0.626655,-0.03129,0.720413,0.591749,-0.040196,0.736866,0.567187,-0.045491,0.749562,0.544075,-0.050046,1,0,0
40,'2026/05/06 10:37:41:263',1,0.65259,0.771236,0,0.601009,0.746572,-0.023518,0.552494,0.715606,-0.040297,0.511588,0.695075,-0.056974,0.476613,0.68801,-0.074726,0.596051,0.608991,-0.02115,0.576277,0.545803,-0.03526,0.565152,0.505041,-0.048941,0.557046,0.470066,-0.059735,0.632549,0.59464,-0.021656,0.630767,0.523988,-0.030024,0.628891,0.481242,-0.038823,0.627905,0.447959,-0.047225,0.666775,0.602367,-0.025525,0.678483,0.541836,-0.035298,0.685373,0.504952,-0.044885,0.690901,0.474385,-0.052909,0.695409,0.626172,-0.032142,0.720985,0.591682,-0.040872,0.737341,0.567377,-0.045616,0.750225,0.544441,-0.049601,1,0,0
41,'2026/05/06 10:37:41:297',1,0.653141,0.772536,0,0.601854,0.747735,-0.023845,0.553249,0.715818,-0.041088,0.512176,0.69494,-0.0582,0.476814,0.688046,-0.076373,0.596418,0.609401,-0.022093,0.576872,0.546232,-0.036907,0.565866,0.506284,-0.05095,0.557864,0.471821,-0.062015,0.632774,0.595112,-0.022892,0.63117,0.523288,-0.032277,0.629062,0.480759,-0.041554,0.627789,0.447187,-0.050188,0.666675,0.603063,-0.027077,0.678646,0.541663,-0.037936,0.685426,0.504481,-0.047854,0.690695,0.473292,-0.055955,0.694979,0.627065,-0.03398,0.720843,0.592589,-0.043359,0.737131,0.568429,-0.048251,0.74969,0.54541,-0.052338,1,0,0
42,'2026/05/06 10:37:41:328',1,0.653355,0.771992,0,0.601309,0.748032,-0.023923,0.552385,0.715794,-0.040532,0.510878,0.694806,-0.056887,0.475431,0.688967,-0.074315,0.596269,0.609236,-0.021692,0.576704,0.545447,-0.035729,0.565445,0.504981,-0.049134,0.556857,0.470102,-0.059753,0.632686,0.59501,-0.021903,0.631129,0.524027,-0.030444,0.628874,0.481061,-0.039317,0.627535,0.447186,-0.047769,0.666657,0.602999,-0.025483,0.678643,0.542306,-0.035666,0.685312,0.505089,-0.045689,0.690619,0.47389,-0.053957,0.694949,0.626847,-0.031784,0.720854,0.592902,-0.040964,0.737381,0.568535,-0.046194,0.750491,0.545274,-0.050546,1,0,0
43,'2026/05/06 10:37:41:372',1,0.653704,0.771764,0,0.601139,0.74765,-0.022929,0.552162,0.715564,-0.038926,0.511338,0.694499,-0.054779,0.476038,0.688696,-0.071755,0.596309,0.609173,-0.020644,0.576575,0.545275,-0.034108,0.565751,0.504175,-0.047084,0.557679,0.469355,-0.057462,0.6327,0.594775,-0.021238,0.630844,0.523479,-0.02918,0.629107,0.480815,-0.037648,0.628383,0.447618,-0.045904,0.666908,0.602408,-0.025152,0.678731,0.542183,-0.034727,0.685519,0.504861,-0.044653,0.690867,0.473855,-0.053079,0.695524,0.626023,-0.031727,0.721268,0.592247,-0.040593,0.737684,0.568189,-0.045862,0.750557,0.54527,-0.050372,1,0,0
44,'2026/05/06 10:37:41:405',1,0.654208,0.770293,0,0.601712,0.746797,-0.023277,0.552308,0.715279,-0.039795,0.510322,0.694747,-0.056137,0.474498,0.688853,-0.073649,0.596333,0.609456,-0.022016,0.57678,0.545854,-0.036281,0.56575,0.504779,-0.049814,0.557353,0.469517,-0.06054,0.63238,0.59507,-0.022657,0.630406,0.524904,-0.03122,0.628291,0.481864,-0.04017,0.627134,0.447285,-0.048852,0.666357,0.602648,-0.026584,0.67832,0.542797,-0.036648,0.684721,0.505574,-0.046694,0.689613,0.474012,-0.055179,0.69504,0.626462,-0.033193,0.721616,0.592508,-0.042258,0.738049,0.567722,-0.047541,0.75066,0.544019,-0.052074,1,0,0
45,'2026/05/06 10:37:41:439',1,0.653772,0.771347,0,0.600891,0.747448,-0.022954,0.551442,0.715434,-0.038846,0.509987,0.694405,-0.054626,0.474125,0.689414,-0.071598,0.59577,0.609712,-0.020235,0.576312,0.546145,-0.033659,0.565235,0.505496,-0.046831,0.556763,0.470604,-0.057407,0.632116,0.595265,-0.020754,0.630619,0.524687,-0.028743,0.628297,0.482142,-0.037466,0.626905,0.448107,-0.045913,0.666188,0.602949,-0.024591,0.678278,0.542297,-0.03437,0.685176,0.504957,-0.044308,0.690739,0.473372,-0.052655,0.694588,0.626705,-0.031085,0.7207,0.592627,-0.040073,0.737094,0.568196,-0.04524,0.750135,0.544686,-0.049642,1,0,0
46,'2026/05/06 10:37:41:470',1,0.652593,0.772856,0,0.60092,0.748049,-0.023493,0.552204,0.715778,-0.040031,0.511594,0.694737,-0.056443,0.476233,0.688334,-0.073938,0.596258,0.60964,-0.020919,0.57672,0.546707,-0.035052,0.565631,0.506131,-0.04873,0.557352,0.471319,-0.059558,0.632541,0.59522,-0.021547,0.630894,0.523903,-0.030165,0.629014,0.481188,-0.039132,0.628005,0.447758,-0.047617,0.666476,0.60294,-0.025554,0.678336,0.542272,-0.035737,0.685492,0.50572,-0.045629,0.691215,0.475265,-0.053769,0.694922,0.626824,-0.03229,0.720478,0.592259,-0.0413,0.736858,0.56839,-0.046247,0.749671,0.545756,-0.0504,1,0,0
47,'2026/05/06 10:37:41:501',1,0.653242,0.770215,0,0.600593,0.746427,-0.022883,0.551687,0.7158,-0.039213,0.511372,0.69542,-0.055449,0.47636,0.689017,-0.072861,0.59635,0.60985,-0.020823,0.576641,0.546315,-0.034324,0.565659,0.505306,-0.047506,0.557458,0.470151,-0.058078,0.632835,0.595633,-0.021513,0.631071,0.524898,-0.029635,0.629036,0.482056,-0.038494,0.628113,0.448377,-0.047127,0.666783,0.603472,-0.025438,0.678272,0.543412,-0.035124,0.685191,0.506811,-0.044998,0.690974,0.476104,-0.053411,0.695007,0.627003,-0.032002,0.720447,0.592647,-0.04087,0.736871,0.568631,-0.045908,0.749998,0.545632,-0.050273,1,0,0
48,'2026/05/06 10:37:41:533',1,0.653151,0.77186,0,0.601604,0.747561,-0.023247,0.552922,0.716433,-0.039863,0.51203,0.695623,-0.056383,0.476762,0.688491,-0.073979,0.596386,0.60923,-0.020928,0.576585,0.546452,-0.034944,0.565475,0.506075,-0.048505,0.557194,0.471509,-0.059267,0.632552,0.595029,-0.021597,0.630624,0.523684,-0.030032,0.628887,0.481132,-0.038789,0.628017,0.448175,-0.047225,0.666422,0.603155,-0.025622,0.678168,0.542122,-0.035697,0.685598,0.505321,-0.045486,0.691434,0.474991,-0.053682,0.694876,0.627385,-0.032338,0.720579,0.592842,-0.041522,0.736921,0.5687,-0.046606,0.749641,0.545808,-0.050888,1,0,0
49,'2026/05/06 10:37:41:568',1,0.654155,0.77141,0,0.601439,0.74785,-0.023228,0.552397,0.716031,-0.039211,0.510509,0.695333,-0.055065,0.474825,0.689871,-0.07207,0.596415,0.60982,-0.020234,0.57691,0.546679,-0.033727,0.565827,0.505996,-0.046903,0.557637,0.471152,-0.057404,0.632805,0.595109,-0.020629,0.631089,0.524432,-0.028366,0.628931,0.481691,-0.036735,0.627792,0.448064,-0.044913,0.666957,0.602607,-0.02442,0.678734,0.542483,-0.033696,0.685434,0.505576,-0.043148,0.690914,0.474696,-0.051177,0.695466,0.626031,-0.030966,0.720975,0.592058,-0.039328,0.737151,0.568157,-0.044021,0.750084,0.545568,-0.048087,1,0,0
50,'2026/05/06 10:37:41:600',1,0.654412,0.77331,0,0.601921,0.749223,-0.023564,0.552736,0.71723,-0.039924,0.510988,0.695702,-0.056042,0.475439,0.689079,-0.073262,0.596677,0.610083,-0.02112,0.577459,0.546405,-0.035124,0.566389,0.50532,-0.048642,0.557999,0.470112,-0.05935,0.632969,0.595776,-0.021498,0.631048,0.524814,-0.029786,0.628916,0.481952,-0.03857,0.62776,0.447972,-0.047017,0.667,0.603537,-0.025243,0.678525,0.543429,-0.034871,0.685528,0.506285,-0.044563,0.691246,0.474903,-0.052804,0.695305,0.62706,-0.03174,0.720424,0.59265,-0.040455,0.736665,0.568722,-0.045352,0.749684,0.546012,-0.049553,1,0,0
51,'2026/05/06 10:37:41:631',1,0.654982,0.772693,0,0.602302,0.74919,-0.023146,0.552974,0.716747,-0.039134,0.511188,0.695251,-0.054959,0.475931,0.688748,-0.071807,0.596802,0.61018,-0.020661,0.577532,0.546311,-0.034559,0.566601,0.505273,-0.047919,0.5584,0.470525,-0.058403,0.633094,0.595581,-0.021112,0.631446,0.524905,-0.028827,0.629561,0.481969,-0.037013,0.628556,0.448361,-0.045026,0.667416,0.602964,-0.024989,0.679286,0.542427,-0.034146,0.685872,0.505393,-0.043425,0.69108,0.474659,-0.051361,0.69617,0.626447,-0.031635,0.721998,0.592211,-0.040185,0.738235,0.567731,-0.04503,0.751033,0.544779,-0.049109,1,0,0
52,'2026/05/06 10:37:41:663',1,0.654496,0.772462,0,0.603003,0.747827,-0.023198,0.554331,0.716457,-0.039766,0.513654,0.695567,-0.056275,0.478448,0.688786,-0.073801,0.597704,0.609847,-0.020338,0.577963,0.546854,-0.034157,0.566879,0.506705,-0.047682,0.558804,0.472193,-0.058396,0.633933,0.595349,-0.02086,0.632024,0.52448,-0.02893,0.630431,0.481714,-0.037573,0.629795,0.448385,-0.045894,0.667864,0.603098,-0.024762,0.679293,0.542716,-0.034322,0.686671,0.506129,-0.043902,0.692585,0.475909,-0.051932,0.696436,0.626873,-0.03139,0.721582,0.593026,-0.039921,0.737652,0.56931,-0.044587,0.750321,0.546877,-0.048534,1,0,0
53,'2026/05/06 10:37:41:694',1,0.654599,0.772736,0,0.602858,0.748582,-0.023968,0.553493,0.717027,-0.040905,0.512343,0.695828,-0.057559,0.476991,0.688967,-0.07527,0.597111,0.610641,-0.021983,0.577798,0.547195,-0.036102,0.566959,0.506493,-0.049702,0.558921,0.471634,-0.060459,0.633593,0.596411,-0.022239,0.632131,0.524866,-0.030814,0.630339,0.481948,-0.03967,0.629403,0.448452,-0.048163,0.667595,0.604361,-0.025841,0.679596,0.543581,-0.036029,0.686653,0.507399,-0.045856,0.692147,0.477396,-0.053974,0.696043,0.628191,-0.032164,0.721668,0.593066,-0.041207,0.737969,0.569096,-0.046122,0.750703,0.546529,-0.05025,1,0,0
54,'2026/05/06 10:37:41:733',1,0.654204,0.772647,0,0.601567,0.74844,-0.022942,0.55314,0.716325,-0.038688,0.512198,0.695248,-0.054327,0.476839,0.689583,-0.071134,0.597242,0.610738,-0.0201,0.57767,0.547135,-0.033569,0.566706,0.506068,-0.046572,0.558537,0.471004,-0.056946,0.633562,0.596579,-0.020796,0.631847,0.525664,-0.02887,0.629863,0.48234,-0.037608,0.628888,0.448025,-0.046008,0.667505,0.604189,-0.02484,0.679663,0.544237,-0.034643,0.686525,0.506776,-0.044684,0.692002,0.475265,-0.053064,0.69586,0.627596,-0.031552,0.72168,0.594011,-0.040499,0.738269,0.569826,-0.04568,0.751371,0.546737,-0.05007,1,0,0
55,'2026/05/06 10:37:41:775',1,0.655309,0.772674,0,0.602687,0.749286,-0.023581,0.553252,0.717053,-0.040112,0.509924,0.695797,-0.05629,0.473815,0.689497,-0.073543,0.597608,0.611041,-0.022754,0.578133,0.546933,-0.036978,0.567364,0.506126,-0.050231,0.559499,0.47134,-0.060657,0.633671,0.596314,-0.022936,0.631874,0.52638,-0.031119,0.630294,0.483395,-0.039521,0.62979,0.449029,-0.047723,0.667428,0.60387,-0.02637,0.679543,0.544353,-0.035879,0.686155,0.507298,-0.045284,0.691216,0.475596,-0.053384,0.695719,0.627855,-0.032525,0.722143,0.594907,-0.041443,0.738443,0.56995,-0.046561,0.751203,0.545659,-0.050843,1,0,0
56,'2026/05/06 10:37:41:811',1,0.654397,0.772003,0,0.602607,0.74809,-0.023468,0.554007,0.716509,-0.03991,0.51236,0.695364,-0.056192,0.476452,0.689156,-0.073623,0.597796,0.61127,-0.021188,0.578752,0.548048,-0.035014,0.567948,0.507024,-0.048344,0.55982,0.472008,-0.059002,0.634008,0.596968,-0.02171,0.632472,0.526179,-0.030432,0.63062,0.482854,-0.039595,0.62984,0.448537,-0.048335,0.667852,0.604708,-0.025541,0.679615,0.544459,-0.036044,0.686777,0.507934,-0.046288,0.692523,0.4774,-0.054711,0.696092,0.62837,-0.032015,0.721602,0.594137,-0.041381,0.738027,0.570005,-0.046674,0.750854,0.547237,-0.051138,1,0,0
57,'2026/05/06 10:37:41:852',1,0.653883,0.775102,0,0.601815,0.749436,-0.023502,0.553168,0.716434,-0.039766,0.512682,0.694935,-0.055909,0.477417,0.688717,-0.073152,0.597856,0.610896,-0.020072,0.57891,0.547459,-0.033645,0.568032,0.506602,-0.047129,0.559832,0.471478,-0.058001,0.634449,0.596825,-0.020616,0.632878,0.526052,-0.028916,0.631065,0.483094,-0.037996,0.630171,0.449492,-0.046751,0.668425,0.604953,-0.024594,0.680066,0.544237,-0.034517,0.687506,0.507809,-0.044547,0.693565,0.477773,-0.052934,0.696768,0.629158,-0.031322,0.721928,0.594224,-0.040239,0.738088,0.570101,-0.045385,0.750739,0.547447,-0.049804,1,0,0
58,'2026/05/06 10:37:41:889',1,0.655017,0.773084,0,0.602552,0.748429,-0.022695,0.553657,0.715895,-0.038743,0.512107,0.694779,-0.054783,0.47669,0.689065,-0.072018,0.598032,0.610976,-0.020879,0.578647,0.547025,-0.035232,0.567798,0.50575,-0.048816,0.559817,0.470453,-0.059546,0.634049,0.596897,-0.021932,0.632448,0.526095,-0.030563,0.630655,0.483056,-0.039458,0.629764,0.449047,-0.047959,0.667933,0.604506,-0.026331,0.679965,0.544196,-0.036429,0.686439,0.506828,-0.046361,0.691459,0.47552,-0.054696,0.696313,0.628356,-0.033411,0.722652,0.594618,-0.042578,0.739131,0.569956,-0.047871,0.751948,0.546455,-0.052346,1,0,0
59,'2026/05/06 10:37:41:922',1,0.655069,0.774026,0,0.602874,0.749027,-0.023176,0.554016,0.716279,-0.03951,0.512811,0.695062,-0.055688,0.477324,0.689117,-0.073004,0.598345,0.611117,-0.02106,0.579041,0.547611,-0.035101,0.568074,0.506674,-0.048638,0.559981,0.471809,-0.059391,0.634703,0.597094,-0.021741,0.633111,0.525859,-0.030266,0.631393,0.482937,-0.039104,0.630839,0.449143,-0.047574,0.668661,0.604959,-0.025767,0.680369,0.544276,-0.035817,0.68761,0.507738,-0.045625,0.6936,0.47718,-0.053825,0.697007,0.628841,-0.032485,0.722281,0.59399,-0.041476,0.738567,0.569813,-0.046433,0.751492,0.547002,-0.05066,1,0,0
60,'2026/05/06 10:37:41:952',1,0.6555,0.772594,0,0.604042,0.748411,-0.023962,0.555042,0.716304,-0.040673,0.512337,0.695256,-0.057089,0.476417,0.689063,-0.074648,0.598335,0.610846,-0.022244,0.578876,0.546968,-0.036664,0.567819,0.505874,-0.050269,0.559611,0.470697,-0.061023,0.634635,0.596162,-0.022556,0.632614,0.525333,-0.031295,0.630577,0.482403,-0.040142,0.629675,0.44831,-0.048634,0.668666,0.603781,-0.026236,0.680376,0.543441,-0.036451,0.687111,0.506107,-0.046195,0.692685,0.474554,-0.054401,0.696925,0.627454,-0.032664,0.722305,0.593726,-0.041822,0.738675,0.569677,-0.046837,0.751901,0.546667,-0.051107,1,0,0
61,'2026/05/06 10:37:41:984',1,0.654409,0.773476,0,0.602754,0.749206,-0.023449,0.554214,0.717278,-0.040361,0.514242,0.695672,-0.057134,0.479078,0.688563,-0.075037,0.598738,0.610772,-0.021909,0.579081,0.547311,-0.036243,0.568229,0.506269,-0.050122,0.560467,0.471307,-0.06115,0.634754,0.596587,-0.022577,0.633194,0.525279,-0.031466,0.632003,0.482252,-0.040568,0.631814,0.448874,-0.04931,0.66849,0.604249,-0.026559,0.680503,0.543637,-0.036671,0.688123,0.506886,-0.046786,0.694093,0.476625,-0.055353,0.696979,0.628022,-0.033263,0.722704,0.593196,-0.042271,0.739083,0.569088,-0.047515,0.751846,0.54652,-0.052075,1,0,0
62,'2026/05/06 10:37:42:030',1,0.656462,0.773293,0,0.603134,0.74899,-0.022866,0.55352,0.716866,-0.038717,0.511181,0.695528,-0.054368,0.475462,0.688386,-0.071206,0.597927,0.610922,-0.020555,0.578726,0.546979,-0.033889,0.567836,0.505594,-0.04693,0.55961,0.470252,-0.0574,0.634451,0.59683,-0.021203,0.632706,0.526081,-0.029026,0.630719,0.482865,-0.037819,0.629913,0.448308,-0.046481,0.668613,0.604849,-0.025128,0.680323,0.544544,-0.034635,0.687181,0.507119,-0.044583,0.692779,0.475102,-0.053157,0.696967,0.628561,-0.031689,0.722579,0.593671,-0.040634,0.73895,0.569136,-0.045761,0.752028,0.545411,-0.050219,1,0,0
63,'2026/05/06 10:37:42:062',1,0.655137,0.772968,0,0.603538,0.748537,-0.023479,0.554563,0.717606,-0.040421,0.513518,0.696658,-0.057281,0.478146,0.689205,-0.075227,0.598366,0.61088,-0.020984,0.578925,0.54715,-0.034819,0.567957,0.506345,-0.048471,0.559839,0.471615,-0.059376,0.634847,0.596421,-0.021391,0.63331,0.525417,-0.029747,0.631672,0.482552,-0.038861,0.63055,0.44943,-0.047725,0.668846,0.604147,-0.025137,0.680754,0.542971,-0.034899,0.688331,0.506135,-0.044887,0.694042,0.475975,-0.053384,0.697211,0.627985,-0.03159,0.722905,0.593512,-0.040368,0.738781,0.569292,-0.045453,0.750644,0.546551,-0.049864,1,0,0
64,'2026/05/06 10:37:42:092',1,0.656314,0.775099,0,0.603217,0.749706,-0.022719,0.554226,0.717466,-0.038771,0.513652,0.696433,-0.054764,0.478399,0.69078,-0.071903,0.598591,0.610751,-0.019853,0.579035,0.547256,-0.033209,0.568118,0.506041,-0.046412,0.559988,0.471322,-0.057021,0.63479,0.596423,-0.020693,0.633178,0.525181,-0.028676,0.631844,0.48237,-0.037384,0.631666,0.449441,-0.045854,0.66875,0.604243,-0.024902,0.680872,0.543422,-0.034606,0.688357,0.506597,-0.044743,0.69448,0.476334,-0.053314,0.69724,0.628163,-0.031765,0.722913,0.593385,-0.040647,0.739145,0.569173,-0.045888,0.751979,0.54643,-0.050415,1,0,0
65,'2026/05/06 10:37:42:124',1,0.65538,0.77457,0,0.602221,0.750464,-0.023714,0.553086,0.717255,-0.039927,0.511781,0.695829,-0.055852,0.476293,0.690792,-0.072865,0.598346,0.610777,-0.021251,0.579356,0.547273,-0.035018,0.568589,0.506364,-0.048395,0.560364,0.471272,-0.05912,0.634818,0.596571,-0.02165,0.633307,0.525683,-0.030084,0.631352,0.482498,-0.038923,0.630331,0.447906,-0.047372,0.668753,0.604498,-0.025438,0.680774,0.543938,-0.035408,0.687834,0.5068,-0.045317,0.693444,0.475218,-0.053621,0.697173,0.628456,-0.031982,0.723023,0.594007,-0.041105,0.739463,0.569755,-0.04633,0.752456,0.54646,-0.050736,1,0,0
66,'2026/05/06 10:37:42:157',1,0.655655,0.772241,0,0.603173,0.748672,-0.023282,0.553951,0.718621,-0.039935,0.513301,0.697631,-0.056338,0.47844,0.690149,-0.073878,0.598653,0.611355,-0.021717,0.57902,0.547885,-0.035203,0.568268,0.506313,-0.048379,0.560525,0.471218,-0.058983,0.635066,0.596924,-0.022115,0.633458,0.525705,-0.030057,0.632595,0.482897,-0.038681,0.632996,0.45011,-0.04721,0.669045,0.604777,-0.025747,0.681029,0.544575,-0.035205,0.688843,0.507798,-0.045303,0.695254,0.477497,-0.054016,0.697552,0.628594,-0.032043,0.723137,0.594024,-0.040995,0.739395,0.570093,-0.046336,0.75223,0.547529,-0.05096,1,0,0
