@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
930,'2026/05/14 11:51:38:668',4,0.751564,0.94522,0,0.73744,0.700695,-0.093234,0.694409,0.691114,-0.024627,0.639176,0.493939,-0.08937,0.745416,0.695005,-0.027201,0.823996,0.460574,-0.081072,0.786687,0.726265,-0.034636,0.735416,0.808342,-0.070601,0.822456,0.775486,-0.044471,0.763081,0.827574,-0.051625,1,1,0
931,'2026/05/14 11:51:38:701',4,0.752229,0.942541,0,0.737365,0.701691,-0.09291,0.693666,0.690063,-0.023871,0.641005,0.494141,-0.088719,0.745138,0.694396,-0.026313,0.823284,0.462634,-0.081359,0.786693,0.72551,-0.033767,0.735601,0.807966,-0.071105,0.822844,0.774341,-0.043639,0.761709,0.827799,-0.053021,1,1,0
932,'2026/05/14 11:51:38:730',4,0.75261,0.941967,0,0.736641,0.695876,-0.090001,0.69472,0.689919,-0.02406,0.642494,0.492011,-0.087694,0.746444,0.694116,-0.026606,0.822723,0.465609,-0.081563,0.787837,0.725278,-0.034028,0.738497,0.80658,-0.07027,0.823088,0.774028,-0.043938,0.76158,0.82562,-0.053249,1,1,0
933,'2026/05/14 11:51:38:761',4,0.7524,0.943285,0,0.736943,0.695609,-0.089532,0.694225,0.689131,-0.023541,0.642533,0.492213,-0.08613,0.746268,0.693216,-0.025891,0.822632,0.464776,-0.081052,0.787903,0.724347,-0.033114,0.73856,0.806287,-0.070325,0.823531,0.77307,-0.04283,0.760782,0.824347,-0.053283,1,1,0
934,'2026/05/14 11:51:38:793',4,0.753846,0.943003,0,0.736502,0.699718,-0.092099,0.693873,0.689816,-0.025226,0.641347,0.492497,-0.089948,0.745412,0.69399,-0.027245,0.822358,0.464193,-0.082278,0.786561,0.724992,-0.034298,0.738713,0.806309,-0.071056,0.822079,0.773406,-0.043906,0.762132,0.827546,-0.054419,1,1,0
935,'2026/05/14 11:51:38:823',4,0.751712,0.942785,0,0.7366,0.698834,-0.091069,0.694066,0.689191,-0.0244,0.641423,0.4912,-0.089038,0.745461,0.69381,-0.026985,0.821219,0.464111,-0.082387,0.786584,0.725187,-0.034517,0.73844,0.805853,-0.071281,0.821916,0.774131,-0.044519,0.761018,0.826723,-0.054282,1,1,0
936,'2026/05/14 11:51:38:855',4,0.751542,0.942576,0,0.735112,0.697486,-0.090199,0.693134,0.689338,-0.024677,0.641972,0.490424,-0.087339,0.745115,0.693478,-0.027177,0.820641,0.465299,-0.082077,0.786877,0.724538,-0.034565,0.738252,0.806926,-0.071892,0.822573,0.773049,-0.044415,0.761091,0.826848,-0.055737,1,1,0
937,'2026/05/14 11:51:38:885',4,0.751148,0.943284,0,0.73607,0.698956,-0.09008,0.693392,0.689647,-0.0245,0.641048,0.491964,-0.08829,0.745057,0.694098,-0.027156,0.820622,0.464581,-0.082531,0.786488,0.725378,-0.034672,0.737462,0.806447,-0.071572,0.821994,0.774182,-0.044659,0.760213,0.826435,-0.05501,1,1,0
938,'2026/05/14 11:51:38:916',4,0.750605,0.943988,0,0.734001,0.699617,-0.091273,0.691695,0.688956,-0.023599,0.639852,0.494788,-0.088045,0.743655,0.693061,-0.026182,0.821315,0.462098,-0.081793,0.785488,0.724281,-0.033679,0.735731,0.806367,-0.071072,0.821682,0.773418,-0.043641,0.760169,0.825936,-0.052886,1,1,0
939,'2026/05/14 11:51:38:947',4,0.749232,0.943374,0,0.734608,0.699291,-0.091043,0.691789,0.688127,-0.024781,0.640093,0.493158,-0.087933,0.743984,0.692555,-0.027153,0.819641,0.464224,-0.080406,0.786096,0.72404,-0.034434,0.73649,0.806536,-0.070316,0.82213,0.773219,-0.044221,0.760269,0.826259,-0.052593,1,1,0
940,'2026/05/14 11:51:38:979',4,0.749531,0.943437,0,0.733423,0.702101,-0.089978,0.692435,0.687735,-0.022839,0.639781,0.493683,-0.085637,0.744623,0.691854,-0.025676,0.820052,0.462497,-0.079512,0.786537,0.723304,-0.033336,0.735786,0.807109,-0.069696,0.822546,0.772849,-0.043443,0.759588,0.824884,-0.051889,1,1,0
941,'2026/05/14 11:51:39:024',4,0.749696,0.942465,0,0.732815,0.699159,-0.087308,0.692441,0.689313,-0.023188,0.639852,0.491845,-0.086744,0.744503,0.693315,-0.026321,0.819179,0.464711,-0.079811,0.786288,0.724488,-0.034248,0.736778,0.806966,-0.068314,0.822268,0.773336,-0.044632,0.758758,0.826761,-0.053208,1,1,0
942,'2026/05/14 11:51:39:058',4,0.749702,0.941349,0,0.732295,0.694669,-0.087097,0.692129,0.689954,-0.024542,0.640127,0.491943,-0.089346,0.74418,0.693921,-0.027749,0.818637,0.465424,-0.085504,0.786028,0.724656,-0.035492,0.734916,0.807926,-0.069623,0.822102,0.772642,-0.045734,0.758667,0.824335,-0.054316,1,1,0
943,'2026/05/14 11:51:39:089',4,0.750591,0.941868,0,0.731026,0.698055,-0.088154,0.691234,0.689406,-0.022788,0.63866,0.492513,-0.085243,0.743438,0.692747,-0.025501,0.817063,0.463712,-0.080856,0.785426,0.723101,-0.032977,0.73509,0.808391,-0.069059,0.82179,0.770958,-0.042914,0.758153,0.82558,-0.052285,1,1,0
944,'2026/05/14 11:51:39:121',4,0.749676,0.939599,0,0.728643,0.69666,-0.089037,0.690382,0.689879,-0.025457,0.637871,0.491418,-0.090417,0.74237,0.693485,-0.028375,0.815187,0.463337,-0.086472,0.784151,0.723768,-0.035875,0.735368,0.80665,-0.071321,0.820526,0.771292,-0.045858,0.757444,0.82484,-0.055629,1,1,0
945,'2026/05/14 11:51:39:151',4,0.749739,0.941938,0,0.730167,0.699012,-0.09009,0.689204,0.6903,-0.024392,0.635436,0.494557,-0.087466,0.741265,0.692865,-0.027092,0.814148,0.46357,-0.081676,0.783119,0.722867,-0.034533,0.733671,0.806621,-0.069796,0.819421,0.770713,-0.044429,0.756961,0.825619,-0.053615,1,1,0
946,'2026/05/14 11:51:39:185',4,0.748875,0.939546,0,0.727266,0.694791,-0.088136,0.68944,0.691196,-0.026611,0.635614,0.492932,-0.092053,0.74127,0.69438,-0.029991,0.813422,0.464429,-0.088995,0.783073,0.724406,-0.03773,0.733212,0.808093,-0.07101,0.8193,0.771282,-0.04796,0.756051,0.82429,-0.055783,1,1,0
947,'2026/05/14 11:51:39:214',4,0.750617,0.942223,0,0.730233,0.698633,-0.088579,0.689012,0.690083,-0.023904,0.634259,0.494822,-0.086596,0.741101,0.692805,-0.026667,0.813192,0.463373,-0.079963,0.783037,0.722912,-0.034205,0.733457,0.806468,-0.06851,0.819418,0.770612,-0.044235,0.756486,0.825054,-0.05282,1,1,0
948,'2026/05/14 11:51:39:247',4,0.749392,0.941349,0,0.728602,0.697775,-0.089641,0.689345,0.69045,-0.024015,0.635232,0.495133,-0.087771,0.741243,0.693428,-0.027084,0.812578,0.462624,-0.083207,0.783225,0.723653,-0.034822,0.734129,0.806464,-0.069963,0.819689,0.771455,-0.045001,0.757014,0.82607,-0.053625,1,1,0
949,'2026/05/14 11:51:39:279',4,0.751207,0.939734,0,0.731009,0.697248,-0.08824,0.688956,0.690632,-0.02372,0.634612,0.495183,-0.086273,0.740724,0.693535,-0.026538,0.813328,0.461888,-0.080645,0.782403,0.723576,-0.034051,0.733522,0.805738,-0.069062,0.818858,0.770853,-0.04394,0.75541,0.826764,-0.053112,1,1,0
950,'2026/05/14 11:51:39:310',4,0.748244,0.942976,0,0.728918,0.701565,-0.088605,0.689385,0.690388,-0.023116,0.636122,0.493817,-0.086738,0.741015,0.694032,-0.026265,0.812805,0.462492,-0.081413,0.782862,0.724325,-0.034178,0.733072,0.80855,-0.069626,0.819281,0.772067,-0.044519,0.756554,0.827019,-0.053436,1,1,0
951,'2026/05/14 11:51:39:341',4,0.749938,0.940812,0,0.728337,0.69825,-0.089859,0.689502,0.690893,-0.025976,0.636287,0.492616,-0.090121,0.741439,0.693734,-0.029103,0.813421,0.462946,-0.085747,0.783205,0.723931,-0.036855,0.734213,0.807801,-0.072618,0.819239,0.771445,-0.047077,0.755538,0.825718,-0.057231,1,1,0
952,'2026/05/14 11:51:39:372',4,0.74831,0.941946,0,0.728248,0.701403,-0.087503,0.689447,0.688969,-0.021634,0.636886,0.49542,-0.082611,0.741266,0.691811,-0.024743,0.812429,0.462646,-0.077858,0.783134,0.721871,-0.032658,0.732764,0.807579,-0.068964,0.819299,0.769483,-0.042952,0.756008,0.826298,-0.052074,1,1,0
953,'2026/05/14 11:51:39:428',4,0.747908,0.940583,0,0.727491,0.701632,-0.088196,0.689141,0.689585,-0.023764,0.63633,0.493061,-0.087054,0.741039,0.692746,-0.027239,0.811615,0.463045,-0.082122,0.782961,0.72316,-0.035381,0.732439,0.808823,-0.070726,0.819105,0.770927,-0.045879,0.75477,0.825425,-0.054612,1,1,0
954,'2026/05/14 11:51:39:469',4,0.749029,0.940566,0,0.728704,0.701349,-0.090873,0.688861,0.691023,-0.025505,0.636468,0.494168,-0.090026,0.740556,0.694369,-0.028364,0.812055,0.463888,-0.084569,0.782274,0.724362,-0.035937,0.732853,0.807758,-0.071364,0.818585,0.771782,-0.046002,0.755583,0.827598,-0.055953,1,1,0
955,'2026/05/14 11:51:39:498',4,0.748228,0.942045,0,0.727967,0.69898,-0.089832,0.688655,0.689861,-0.024379,0.634645,0.495178,-0.088401,0.740474,0.692728,-0.027344,0.812467,0.462164,-0.083985,0.782335,0.722985,-0.034982,0.73315,0.807148,-0.07095,0.818755,0.770656,-0.045073,0.755634,0.827586,-0.054262,1,1,0
956,'2026/05/14 11:51:39:529',4,0.747678,0.941646,0,0.727478,0.700875,-0.091301,0.688828,0.69103,-0.025723,0.635801,0.49386,-0.090276,0.740828,0.694075,-0.028444,0.811718,0.463525,-0.085219,0.782718,0.724112,-0.035872,0.732404,0.808354,-0.07243,0.819154,0.771494,-0.045789,0.755071,0.82783,-0.056604,1,1,0
957,'2026/05/14 11:51:39:563',4,0.749228,0.938397,0,0.726012,0.700697,-0.088229,0.689057,0.690694,-0.027094,0.633736,0.495202,-0.094152,0.740701,0.692918,-0.030744,0.811398,0.462962,-0.087279,0.782558,0.72249,-0.038806,0.730982,0.808975,-0.071732,0.819172,0.769113,-0.049335,0.753204,0.826859,-0.058313,1,1,0
958,'2026/05/14 11:51:39:590',4,0.749212,0.940867,0,0.7285,0.70063,-0.089753,0.688755,0.691527,-0.025037,0.635028,0.493594,-0.08961,0.740626,0.694045,-0.027789,0.811392,0.463288,-0.084042,0.782504,0.723608,-0.035262,0.732669,0.807881,-0.070883,0.819117,0.770498,-0.045214,0.75509,0.82789,-0.055915,1,1,0
959,'2026/05/14 11:51:39:623',4,0.748112,0.939057,0,0.725806,0.703899,-0.088516,0.687718,0.691435,-0.026228,0.631972,0.495431,-0.089852,0.739861,0.694085,-0.02942,0.811084,0.463831,-0.082676,0.782143,0.72387,-0.037035,0.729432,0.810037,-0.071208,0.819162,0.770988,-0.047019,0.752367,0.828321,-0.055897,1,1,0
960,'2026/05/14 11:51:39:653',4,0.749714,0.938688,0,0.727205,0.699552,-0.090713,0.688193,0.691238,-0.027777,0.633748,0.492633,-0.094166,0.740061,0.693459,-0.03056,0.811176,0.464043,-0.088401,0.782107,0.722558,-0.037892,0.731423,0.808211,-0.071714,0.819021,0.768961,-0.047804,0.754648,0.828056,-0.057932,1,1,0
961,'2026/05/14 11:51:39:690',4,0.748293,0.942374,0,0.728836,0.700194,-0.090119,0.689348,0.690727,-0.024383,0.6357,0.495928,-0.087444,0.741072,0.693594,-0.027352,0.812308,0.462826,-0.082699,0.783092,0.723316,-0.034999,0.73321,0.806983,-0.071408,0.819562,0.770887,-0.045046,0.756737,0.825427,-0.054293,1,1,0
962,'2026/05/14 11:51:39:716',4,0.749712,0.938563,0,0.726299,0.700407,-0.089589,0.687453,0.69122,-0.025464,0.633336,0.496753,-0.089812,0.739491,0.693501,-0.02827,0.811293,0.46469,-0.082877,0.782005,0.722749,-0.035687,0.732038,0.807901,-0.069695,0.819309,0.769358,-0.045585,0.75512,0.828421,-0.055064,1,1,0
963,'2026/05/14 11:51:39:746',4,0.750844,0.94164,0,0.729805,0.697924,-0.090035,0.689687,0.68989,-0.025087,0.635346,0.493225,-0.088541,0.741695,0.69281,-0.027762,0.811818,0.462737,-0.082898,0.783702,0.722761,-0.035123,0.733729,0.806199,-0.070994,0.820092,0.770341,-0.044949,0.755941,0.826243,-0.054646,1,1,0
964,'2026/05/14 11:51:39:777',4,0.75214,0.939684,0,0.730911,0.699159,-0.08849,0.689596,0.691599,-0.024694,0.634134,0.497782,-0.087116,0.741037,0.693872,-0.027202,0.812153,0.462453,-0.079761,0.782584,0.723675,-0.034485,0.734071,0.806441,-0.069333,0.818834,0.770806,-0.04418,0.757061,0.827644,-0.05334,1,1,0
965,'2026/05/14 11:51:39:824',4,0.751238,0.941144,0,0.730024,0.699365,-0.09028,0.689947,0.690991,-0.023283,0.634951,0.497308,-0.085396,0.74149,0.693077,-0.026196,0.813086,0.460733,-0.079773,0.783267,0.722892,-0.033948,0.732922,0.808747,-0.069894,0.819477,0.770119,-0.044113,0.756798,0.827956,-0.052325,1,1,0
966,'2026/05/14 11:51:39:856',4,0.750335,0.942958,0,0.729421,0.699064,-0.090894,0.690535,0.690776,-0.023982,0.636505,0.494391,-0.087212,0.742453,0.693271,-0.027148,0.814436,0.461311,-0.083091,0.78467,0.722736,-0.034913,0.733586,0.808192,-0.070988,0.821287,0.769973,-0.045079,0.758018,0.824306,-0.053032,1,1,0
967,'2026/05/14 11:51:39:886',4,0.751636,0.943239,0,0.730523,0.698438,-0.090074,0.69093,0.690817,-0.024426,0.636485,0.495552,-0.087861,0.742688,0.692633,-0.027014,0.8136,0.461676,-0.082537,0.784546,0.721999,-0.03437,0.73499,0.807258,-0.071344,0.820965,0.769122,-0.044176,0.757334,0.827361,-0.054776,1,1,0
968,'2026/05/14 11:51:39:919',4,0.752792,0.941812,0,0.730592,0.697772,-0.091252,0.691211,0.690549,-0.025755,0.635643,0.495062,-0.089816,0.74324,0.692633,-0.028697,0.814342,0.461336,-0.08404,0.785354,0.722572,-0.036333,0.734763,0.808253,-0.072133,0.821789,0.770234,-0.046412,0.758292,0.827404,-0.055099,1,1,0
969,'2026/05/14 11:51:39:954',4,0.751644,0.94188,0,0.730884,0.698969,-0.0884,0.691529,0.689514,-0.022805,0.637198,0.493619,-0.08518,0.743712,0.692192,-0.026377,0.815285,0.462108,-0.081187,0.786076,0.72217,-0.034597,0.734737,0.808355,-0.069959,0.822622,0.769796,-0.045216,0.758235,0.823166,-0.052815,1,1,0
970,'2026/05/14 11:51:39:982',4,0.751733,0.941501,0,0.731587,0.695576,-0.090381,0.691208,0.688769,-0.025417,0.636798,0.494299,-0.089162,0.743684,0.691323,-0.028299,0.814697,0.461351,-0.084647,0.786094,0.72146,-0.03584,0.736639,0.806372,-0.072575,0.822444,0.769306,-0.045816,0.759035,0.826494,-0.055322,1,1,0
971,'2026/05/14 11:51:40:015',4,0.751755,0.94187,0,0.732009,0.696374,-0.09168,0.691321,0.689601,-0.025118,0.63797,0.492266,-0.088584,0.743552,0.692221,-0.027635,0.815447,0.460032,-0.084054,0.786005,0.721914,-0.03487,0.735298,0.806716,-0.072335,0.82264,0.769194,-0.044574,0.758694,0.826631,-0.054658,1,1,0
972,'2026/05/14 11:51:40:049',4,0.752143,0.941155,0,0.731167,0.697856,-0.090822,0.692342,0.691234,-0.024092,0.636831,0.496511,-0.087294,0.743589,0.693381,-0.027136,0.815641,0.459107,-0.08117,0.785367,0.722721,-0.034916,0.733289,0.808194,-0.070353,0.821656,0.769804,-0.045068,0.758028,0.825925,-0.051764,1,1,0
973,'2026/05/14 11:51:40:084',4,0.751958,0.940967,0,0.730855,0.698156,-0.089561,0.691542,0.689453,-0.024044,0.638338,0.494922,-0.086564,0.744195,0.691375,-0.02717,0.815415,0.460796,-0.081635,0.786815,0.720968,-0.034995,0.735892,0.807327,-0.071024,0.82352,0.768488,-0.045256,0.759436,0.824722,-0.054361,1,1,0
974,'2026/05/14 11:51:40:123',4,0.752095,0.940301,0,0.730477,0.699136,-0.089371,0.691832,0.689471,-0.025475,0.638449,0.491886,-0.089439,0.743926,0.692037,-0.028304,0.814251,0.461665,-0.083874,0.786061,0.721719,-0.035799,0.735746,0.807245,-0.071947,0.822611,0.768762,-0.04577,0.757391,0.825484,-0.05569,1,1,0
975,'2026/05/14 11:51:40:152',4,0.75257,0.940547,0,0.730861,0.697892,-0.092078,0.691755,0.691,-0.028967,0.637473,0.490761,-0.094002,0.744048,0.693344,-0.031779,0.814399,0.462924,-0.088301,0.78629,0.72295,-0.03909,0.736375,0.808684,-0.073475,0.822661,0.769622,-0.048985,0.758797,0.824204,-0.057249,1,1,0
976,'2026/05/14 11:51:40:182',4,0.752831,0.939869,0,0.731673,0.696168,-0.08954,0.692047,0.689001,-0.026335,0.63742,0.49127,-0.089827,0.744184,0.691456,-0.029124,0.814846,0.46079,-0.084324,0.786032,0.721366,-0.036606,0.736277,0.806234,-0.072111,0.822135,0.768526,-0.046628,0.757905,0.826092,-0.056839,1,1,0
977,'2026/05/14 11:51:40:224',4,0.752725,0.941454,0,0.730965,0.69708,-0.088556,0.692651,0.689924,-0.025128,0.638151,0.492812,-0.089083,0.744938,0.692204,-0.028592,0.815357,0.461885,-0.085304,0.787218,0.721853,-0.036555,0.735843,0.808732,-0.072231,0.823901,0.769137,-0.046916,0.758853,0.825716,-0.055778,1,1,0
978,'2026/05/14 11:51:40:261',4,0.754465,0.939828,0,0.732553,0.697975,-0.08966,0.691288,0.689477,-0.026555,0.637517,0.492425,-0.090293,0.743268,0.691447,-0.028969,0.814922,0.460339,-0.083754,0.785078,0.720557,-0.036101,0.735923,0.806145,-0.071341,0.821242,0.767002,-0.045779,0.757852,0.826868,-0.055874,1,1,0
979,'2026/05/14 11:51:40:292',4,0.753568,0.941771,0,0.732205,0.698517,-0.092904,0.690531,0.68982,-0.026336,0.636999,0.493225,-0.089307,0.742575,0.691912,-0.028647,0.816094,0.460533,-0.083751,0.784932,0.720975,-0.035563,0.7329,0.807227,-0.071503,0.821934,0.767831,-0.044969,0.757493,0.826948,-0.053835,1,1,0
980,'2026/05/14 11:51:40:322',4,0.752182,0.943153,0,0.730111,0.697656,-0.0927,0.69066,0.690215,-0.025219,0.635202,0.496152,-0.08921,0.742608,0.692319,-0.028017,0.815817,0.45902,-0.084484,0.78518,0.72162,-0.035376,0.731974,0.809628,-0.072658,0.822234,0.769067,-0.045111,0.758012,0.826776,-0.052701,1,1,0
981,'2026/05/14 11:51:40:353',4,0.751221,0.941633,0,0.730083,0.696603,-0.092317,0.690179,0.689636,-0.026824,0.635608,0.494305,-0.09004,0.742592,0.691189,-0.029522,0.814074,0.460397,-0.085603,0.785416,0.720193,-0.036714,0.733382,0.808286,-0.0731,0.822345,0.767256,-0.046413,0.757317,0.824867,-0.055002,1,1,0
982,'2026/05/14 11:51:40:384',4,0.750868,0.944536,0,0.728968,0.698011,-0.092513,0.688693,0.689001,-0.023411,0.631946,0.49677,-0.087305,0.741149,0.691096,-0.026495,0.81313,0.457408,-0.081345,0.78407,0.72091,-0.034229,0.73,0.809138,-0.070285,0.821512,0.768969,-0.044379,0.75456,0.826269,-0.051708,1,1,0
983,'2026/05/14 11:51:40:415',4,0.753334,0.94123,0,0.729553,0.698943,-0.091109,0.688738,0.690836,-0.026493,0.634159,0.493577,-0.089448,0.740952,0.692138,-0.028611,0.811361,0.460559,-0.083337,0.783519,0.720655,-0.035344,0.731359,0.807857,-0.071154,0.82088,0.766998,-0.044607,0.753525,0.827401,-0.054933,1,1,0
984,'2026/05/14 11:51:40:448',4,0.750768,0.944499,0,0.729069,0.696898,-0.092492,0.689094,0.689484,-0.023331,0.631524,0.49699,-0.088184,0.741001,0.691524,-0.026264,0.813343,0.457671,-0.082154,0.78388,0.720958,-0.033925,0.730411,0.808277,-0.071031,0.821383,0.768828,-0.043988,0.756267,0.825984,-0.050332,1,1,0
985,'2026/05/14 11:51:40:479',4,0.752251,0.944179,0,0.730852,0.699436,-0.09147,0.690544,0.690449,-0.02408,0.632542,0.499311,-0.088771,0.742417,0.692277,-0.02678,0.813556,0.458275,-0.081635,0.784734,0.721386,-0.034275,0.731723,0.807034,-0.071431,0.821023,0.768647,-0.044204,0.757381,0.826833,-0.052092,1,1,0
986,'2026/05/14 11:51:40:511',4,0.751327,0.94361,0,0.72854,0.698832,-0.093082,0.689728,0.690249,-0.025979,0.633792,0.496189,-0.089626,0.741864,0.691644,-0.02852,0.813407,0.45908,-0.084704,0.784534,0.720314,-0.035635,0.731737,0.808558,-0.073373,0.821704,0.767177,-0.045205,0.756627,0.827344,-0.054118,1,1,0
987,'2026/05/14 11:51:40:543',4,0.751365,0.943983,0,0.729527,0.699164,-0.094391,0.689817,0.69109,-0.026127,0.632927,0.497049,-0.091006,0.741814,0.692716,-0.028786,0.814021,0.45962,-0.085891,0.784438,0.721516,-0.036058,0.730933,0.810285,-0.0736,0.82162,0.768526,-0.045749,0.756473,0.827651,-0.053857,1,1,0
988,'2026/05/14 11:51:40:574',4,0.750936,0.945389,0,0.727295,0.698556,-0.093478,0.690173,0.69053,-0.02526,0.631605,0.498497,-0.090744,0.741826,0.692014,-0.028162,0.813594,0.458333,-0.085285,0.784439,0.720744,-0.035619,0.72923,0.809821,-0.07266,0.821525,0.767966,-0.04554,0.756542,0.825831,-0.052025,1,1,0
989,'2026/05/14 11:51:40:627',4,0.750675,0.946439,0,0.727911,0.698323,-0.093045,0.689429,0.691901,-0.023529,0.629991,0.498327,-0.088294,0.741056,0.693405,-0.026524,0.812611,0.456947,-0.081777,0.783573,0.722819,-0.034228,0.730607,0.810313,-0.07171,0.820516,0.770358,-0.044245,0.756994,0.826321,-0.049882,1,1,0
990,'2026/05/14 11:51:40:672',4,0.750636,0.944797,0,0.727649,0.698864,-0.095674,0.687708,0.690488,-0.026046,0.631363,0.496552,-0.090208,0.739949,0.691811,-0.028486,0.812281,0.458367,-0.084492,0.783053,0.720587,-0.03559,0.728393,0.810659,-0.073228,0.82059,0.767927,-0.045219,0.754691,0.825831,-0.052742,1,1,0
991,'2026/05/14 11:51:40:698',4,0.751812,0.943208,0,0.727036,0.69794,-0.093286,0.68761,0.691021,-0.02671,0.632027,0.495677,-0.090044,0.739962,0.691934,-0.029097,0.811225,0.460191,-0.084645,0.782584,0.720317,-0.036055,0.729936,0.809246,-0.073126,0.819587,0.766737,-0.045538,0.752736,0.826917,-0.055244,1,1,0
992,'2026/05/14 11:51:40:730',4,0.750538,0.942774,0,0.725944,0.697027,-0.091889,0.688111,0.69022,-0.025702,0.63034,0.497331,-0.089633,0.740197,0.691202,-0.0289,0.808586,0.459675,-0.084724,0.782529,0.720005,-0.036732,0.731156,0.809042,-0.07317,0.818889,0.766838,-0.047031,0.75438,0.825977,-0.055147,1,1,0
993,'2026/05/14 11:51:40:760',4,0.751627,0.941596,0,0.725518,0.696859,-0.089229,0.687834,0.6911,-0.025414,0.630636,0.49734,-0.088422,0.739687,0.691749,-0.02811,0.808596,0.459431,-0.082928,0.781891,0.720277,-0.03544,0.729502,0.809313,-0.072067,0.818268,0.766595,-0.045213,0.752482,0.827577,-0.054942,1,1,0
994,'2026/05/14 11:51:40:793',4,0.751499,0.941447,0,0.726036,0.696333,-0.091445,0.688009,0.69145,-0.027149,0.629801,0.494489,-0.090276,0.740029,0.692083,-0.030283,0.807046,0.459761,-0.085884,0.782025,0.720628,-0.037999,0.732052,0.809023,-0.074136,0.818018,0.766793,-0.048282,0.753715,0.825869,-0.057676,1,1,0
995,'2026/05/14 11:51:40:822',4,0.751347,0.94091,0,0.727053,0.694802,-0.089664,0.688155,0.691336,-0.026319,0.629735,0.494133,-0.089117,0.740408,0.692257,-0.029286,0.807452,0.460442,-0.084964,0.782522,0.720986,-0.036847,0.731275,0.810081,-0.073415,0.818635,0.767356,-0.046943,0.752281,0.826203,-0.057382,1,1,0
996,'2026/05/14 11:51:40:856',4,0.750846,0.943536,0,0.726062,0.697539,-0.092556,0.687689,0.692031,-0.024829,0.629742,0.499067,-0.087926,0.739496,0.693079,-0.027544,0.80926,0.458928,-0.082614,0.782003,0.721488,-0.03493,0.72804,0.810239,-0.072227,0.818896,0.768004,-0.044757,0.751595,0.827435,-0.053053,1,1,0
997,'2026/05/14 11:51:40:884',4,0.751919,0.942292,0,0.72588,0.698401,-0.092994,0.687915,0.691912,-0.026425,0.629658,0.497467,-0.090366,0.739944,0.692455,-0.028981,0.807119,0.45907,-0.08489,0.782329,0.72087,-0.036261,0.72974,0.81051,-0.073976,0.81886,0.767434,-0.046021,0.752407,0.828226,-0.056124,1,1,0
998,'2026/05/14 11:51:40:911',4,0.751661,0.941889,0,0.724568,0.695024,-0.09228,0.68851,0.691932,-0.026709,0.630152,0.496523,-0.090972,0.740552,0.692586,-0.029513,0.808068,0.45995,-0.08591,0.78288,0.721155,-0.036991,0.73111,0.809957,-0.073651,0.819167,0.767511,-0.047035,0.754323,0.826285,-0.055924,1,1,0
999,'2026/05/14 11:51:40:946',4,0.750985,0.944071,0,0.72559,0.698944,-0.092933,0.688324,0.692104,-0.024719,0.630094,0.501035,-0.087959,0.740249,0.692372,-0.027388,0.809262,0.458925,-0.082255,0.782574,0.720591,-0.0348,0.728509,0.809964,-0.072366,0.819219,0.767251,-0.044688,0.752356,0.826833,-0.053584,1,1,0
1000,'2026/05/14 11:51:40:978',4,0.751267,0.942792,0,0.725677,0.698022,-0.09276,0.688303,0.691938,-0.025353,0.629354,0.500884,-0.089511,0.740183,0.692151,-0.028227,0.808922,0.45965,-0.084138,0.782727,0.720258,-0.03575,0.728876,0.810255,-0.072654,0.819381,0.766687,-0.045766,0.753254,0.827187,-0.053637,1,1,0
1001,'2026/05/14 11:51:41:024',4,0.753217,0.941652,0,0.726176,0.698919,-0.091791,0.687951,0.692591,-0.02674,0.628793,0.49705,-0.09024,0.739871,0.692465,-0.029523,0.807248,0.459155,-0.085082,0.782163,0.720536,-0.036886,0.729708,0.810251,-0.073309,0.818715,0.766489,-0.046741,0.752792,0.828164,-0.056282,1,1,0
1002,'2026/05/14 11:51:41:059',4,0.752123,0.942288,0,0.7259,0.697224,-0.091068,0.687658,0.692231,-0.025852,0.629368,0.497375,-0.089011,0.739681,0.692482,-0.02865,0.806937,0.459961,-0.084451,0.781937,0.720605,-0.036056,0.729848,0.810095,-0.073038,0.818588,0.766634,-0.045961,0.751495,0.82804,-0.056259,1,1,0
1003,'2026/05/14 11:51:41:090',4,0.752808,0.942587,0,0.726978,0.69848,-0.090194,0.688093,0.691952,-0.024225,0.629347,0.499247,-0.086292,0.740048,0.691854,-0.026955,0.807327,0.458611,-0.081374,0.782489,0.720237,-0.034355,0.730289,0.809602,-0.071428,0.819056,0.766704,-0.044204,0.75231,0.828086,-0.0535,1,1,0
