@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
292,'2026/05/14 11:50:43:691',2,0.765744,0.754916,-0.000001,0.709988,0.542363,-0.06442,0.704404,0.571553,-0.018176,0.706823,0.610637,-0.05259,0.743634,0.574287,-0.016043,0.739306,0.623304,-0.037392,0.782531,0.582218,-0.019662,0.766345,0.628549,-0.018531,0.820305,0.59856,-0.025809,0.800038,0.629102,-0.015902,0,1,0
293,'2026/05/14 11:50:43:721',2,0.765207,0.756868,-0.000001,0.710176,0.542092,-0.062256,0.703426,0.574627,-0.01763,0.705937,0.6124,-0.050178,0.742885,0.576807,-0.015714,0.738356,0.62411,-0.035414,0.781792,0.5845,-0.019514,0.766066,0.630209,-0.017371,0.819602,0.601224,-0.025834,0.800041,0.630479,-0.015984,0,1,0
294,'2026/05/14 11:50:43:748',2,0.766702,0.756878,-0.000001,0.710487,0.541805,-0.059737,0.703228,0.574439,-0.015976,0.705938,0.609945,-0.04815,0.742556,0.576462,-0.013913,0.738242,0.623652,-0.034154,0.78139,0.583878,-0.017474,0.765936,0.629697,-0.015815,0.819413,0.600187,-0.023465,0.800449,0.629783,-0.013884,0,1,0
295,'2026/05/14 11:50:43:781',2,0.765619,0.756397,-0.000001,0.710246,0.542803,-0.06411,0.70471,0.573567,-0.017026,0.70714,0.609791,-0.0524,0.743854,0.576644,-0.014911,0.740156,0.623438,-0.036543,0.782625,0.584561,-0.018713,0.766803,0.629557,-0.01803,0.820391,0.600651,-0.025024,0.799896,0.630185,-0.015381,0,1,0
296,'2026/05/14 11:50:43:815',2,0.765138,0.75595,-0.000001,0.708143,0.54328,-0.06243,0.702776,0.573474,-0.018867,0.705978,0.61029,-0.052002,0.742323,0.575813,-0.01669,0.738435,0.623268,-0.036792,0.781537,0.583706,-0.02009,0.765772,0.630168,-0.018217,0.819543,0.600308,-0.025983,0.799776,0.630135,-0.015919,0,1,0
297,'2026/05/14 11:50:43:853',2,0.766936,0.75684,-0.000001,0.710173,0.542559,-0.062177,0.705173,0.574329,-0.015324,0.706801,0.611324,-0.048917,0.744137,0.576791,-0.01338,0.739582,0.625159,-0.034672,0.782736,0.58461,-0.01722,0.766777,0.630279,-0.01562,0.820442,0.601259,-0.023552,0.799999,0.630307,-0.012237,0,1,0
298,'2026/05/14 11:50:43:895',2,0.765405,0.756484,-0.000001,0.708672,0.543512,-0.064738,0.703915,0.57284,-0.01943,0.706553,0.610861,-0.054186,0.743079,0.575629,-0.017191,0.738953,0.623856,-0.038075,0.781945,0.583573,-0.020682,0.766429,0.629865,-0.019124,0.819758,0.599959,-0.026731,0.800239,0.629446,-0.016702,0,1,0
299,'2026/05/14 11:50:43:922',2,0.765503,0.756487,-0.000001,0.710572,0.542884,-0.062796,0.704564,0.573655,-0.017141,0.70659,0.611211,-0.050702,0.743774,0.57647,-0.014971,0.738794,0.623933,-0.036027,0.782725,0.584419,-0.018514,0.766565,0.629455,-0.016881,0.820583,0.600725,-0.024566,0.801142,0.629333,-0.014104,0,1,0
300,'2026/05/14 11:50:43:954',2,0.766367,0.75512,-0.000001,0.712214,0.542441,-0.063285,0.704522,0.574399,-0.017405,0.706398,0.613079,-0.05054,0.744097,0.576556,-0.015101,0.73978,0.625463,-0.036224,0.782818,0.583972,-0.018616,0.766876,0.631236,-0.018392,0.820497,0.600051,-0.024604,0.800829,0.63094,-0.016168,0,1,0
301,'2026/05/14 11:50:43:985',2,0.765624,0.756917,-0.000001,0.709394,0.54166,-0.062601,0.703409,0.573833,-0.019176,0.706009,0.610644,-0.049635,0.743296,0.576316,-0.016175,0.738543,0.623398,-0.035147,0.782499,0.584324,-0.018787,0.766522,0.629455,-0.017275,0.8205,0.600779,-0.023911,0.801084,0.629445,-0.014967,0,1,0
302,'2026/05/14 11:50:44:018',2,0.766613,0.754869,-0.000001,0.709312,0.541658,-0.062826,0.704722,0.569642,-0.017254,0.707295,0.609128,-0.05177,0.743994,0.572622,-0.015286,0.739747,0.622424,-0.036671,0.783045,0.580792,-0.018971,0.767118,0.628601,-0.017028,0.820882,0.597618,-0.025151,0.801469,0.628334,-0.013608,0,1,0
303,'2026/05/14 11:50:44:049',2,0.764311,0.756899,-0.000001,0.709203,0.539689,-0.062503,0.702864,0.572313,-0.016267,0.705963,0.609898,-0.050784,0.74214,0.575673,-0.014047,0.737609,0.622102,-0.034881,0.781148,0.583817,-0.017814,0.765149,0.630162,-0.017167,0.81922,0.600203,-0.024108,0.800211,0.629783,-0.015384,0,1,0
304,'2026/05/14 11:50:44:079',2,0.764446,0.755485,-0.000001,0.708553,0.541086,-0.064162,0.703471,0.571728,-0.019854,0.707269,0.60877,-0.05292,0.743185,0.573777,-0.017643,0.739585,0.622093,-0.037314,0.78225,0.581615,-0.021131,0.766617,0.628797,-0.019611,0.819977,0.598421,-0.027125,0.800296,0.628355,-0.017518,0,1,0
305,'2026/05/14 11:50:44:111',2,0.764456,0.754718,-0.000001,0.710364,0.539986,-0.062334,0.702821,0.574012,-0.017592,0.705732,0.610364,-0.050971,0.742556,0.576695,-0.015301,0.737091,0.622856,-0.034949,0.781364,0.584362,-0.018829,0.764813,0.63017,-0.016501,0.819109,0.600708,-0.024927,0.799314,0.629343,-0.015338,0,1,0
306,'2026/05/14 11:50:44:154',2,0.764958,0.755591,-0.000001,0.709113,0.538481,-0.063741,0.702551,0.570092,-0.017755,0.705047,0.608115,-0.051922,0.741888,0.572683,-0.015513,0.73758,0.621463,-0.035988,0.780798,0.580918,-0.019086,0.765211,0.62765,-0.0169,0.818921,0.598187,-0.025239,0.798828,0.627703,-0.014672,0,1,0
307,'2026/05/14 11:50:44:192',2,0.764466,0.75398,-0.000001,0.708126,0.538788,-0.061083,0.703068,0.571393,-0.015211,0.705029,0.607561,-0.048138,0.742125,0.5744,-0.013031,0.736916,0.62127,-0.033227,0.780841,0.58223,-0.016632,0.764505,0.628157,-0.014939,0.818822,0.598593,-0.022675,0.798857,0.627318,-0.012247,0,1,0
308,'2026/05/14 11:50:44:227',2,0.765222,0.752783,-0.000001,0.707943,0.539283,-0.063157,0.703171,0.569201,-0.01569,0.704837,0.606615,-0.050602,0.742039,0.572137,-0.014255,0.737405,0.620717,-0.036256,0.780709,0.580418,-0.018507,0.764683,0.627037,-0.016763,0.818447,0.597685,-0.025206,0.798215,0.627566,-0.013423,0,1,0
309,'2026/05/14 11:50:44:254',2,0.764914,0.75153,-0.000001,0.708066,0.540245,-0.063526,0.702441,0.570235,-0.018251,0.704561,0.606923,-0.053681,0.7416,0.57313,-0.016404,0.737397,0.621201,-0.038212,0.780497,0.580777,-0.020226,0.764744,0.626785,-0.018932,0.818482,0.596689,-0.02654,0.79823,0.627147,-0.016673,0,1,0
310,'2026/05/14 11:50:44:288',2,0.76462,0.752349,-0.000001,0.707906,0.539421,-0.063547,0.704196,0.567823,-0.015726,0.705891,0.606148,-0.053096,0.743001,0.571567,-0.014156,0.738646,0.620334,-0.037275,0.781664,0.580034,-0.018405,0.765508,0.625977,-0.017429,0.819479,0.596848,-0.025135,0.798982,0.625949,-0.01321,0,1,0
311,'2026/05/14 11:50:44:319',2,0.763165,0.754008,-0.000001,0.707722,0.538016,-0.061544,0.703339,0.567799,-0.015644,0.704943,0.60565,-0.051282,0.741921,0.571567,-0.014426,0.737885,0.620704,-0.035648,0.780707,0.580159,-0.018943,0.765084,0.626206,-0.016639,0.818501,0.596917,-0.025927,0.798241,0.6264,-0.013576,0,1,0
312,'2026/05/14 11:50:44:351',2,0.762568,0.751508,-0.000001,0.705537,0.539213,-0.062123,0.701717,0.56697,-0.019254,0.704664,0.605443,-0.05275,0.740694,0.570477,-0.017295,0.737254,0.61863,-0.037934,0.779694,0.578877,-0.020856,0.764507,0.625219,-0.019376,0.81765,0.595493,-0.026872,0.798375,0.625834,-0.016632,0,1,0
313,'2026/05/14 11:50:44:382',2,0.762312,0.752523,-0.000001,0.707483,0.5388,-0.063024,0.701445,0.569711,-0.017657,0.704544,0.607305,-0.050999,0.740852,0.572111,-0.016033,0.73705,0.620151,-0.036098,0.779721,0.580087,-0.020175,0.76371,0.626645,-0.018581,0.817384,0.59666,-0.026787,0.7969,0.625698,-0.016351,0,1,0
314,'2026/05/14 11:50:44:415',2,0.762664,0.755327,-0.000001,0.706497,0.538959,-0.061375,0.703007,0.568105,-0.013495,0.705053,0.604775,-0.049263,0.741387,0.571759,-0.012675,0.737137,0.619265,-0.03433,0.780052,0.58034,-0.017588,0.763428,0.625293,-0.015778,0.81775,0.597129,-0.024878,0.796765,0.6251,-0.01199,0,1,0
315,'2026/05/14 11:50:44:447',2,0.761451,0.747967,-0.000001,0.70579,0.538624,-0.061585,0.699916,0.565475,-0.018919,0.703901,0.605799,-0.0533,0.739098,0.568727,-0.017596,0.735525,0.619605,-0.039439,0.778166,0.577063,-0.021614,0.762881,0.626426,-0.019261,0.816531,0.594219,-0.028013,0.796851,0.626297,-0.016315,0,1,0
316,'2026/05/14 11:50:44:490',2,0.761167,0.749055,-0.000001,0.705019,0.5395,-0.060872,0.700929,0.564222,-0.018147,0.703893,0.603907,-0.053208,0.740141,0.567456,-0.016895,0.736176,0.617912,-0.037352,0.779216,0.576167,-0.021079,0.763024,0.624796,-0.018859,0.817161,0.593748,-0.027694,0.796422,0.625196,-0.016821,0,1,0
317,'2026/05/14 11:50:44:520',2,0.760659,0.751436,-0.000001,0.707179,0.537379,-0.063242,0.700342,0.568757,-0.018258,0.702964,0.605756,-0.051634,0.739669,0.571497,-0.016416,0.735235,0.618926,-0.036313,0.778546,0.579865,-0.020237,0.762665,0.625166,-0.018055,0.816138,0.59696,-0.026517,0.796645,0.625473,-0.015934,0,1,0
318,'2026/05/14 11:50:44:551',2,0.762612,0.749355,-0.000001,0.705575,0.538529,-0.062206,0.702559,0.566069,-0.015778,0.704236,0.602837,-0.052243,0.741194,0.569917,-0.014521,0.736406,0.618054,-0.036561,0.779787,0.578396,-0.018935,0.763532,0.623727,-0.017428,0.817615,0.595111,-0.025759,0.796607,0.624529,-0.013853,0,1,0
319,'2026/05/14 11:50:44:584',2,0.762547,0.751111,-0.000001,0.705773,0.537454,-0.06336,0.702081,0.565082,-0.014821,0.704729,0.603623,-0.05276,0.74056,0.568723,-0.014143,0.736865,0.618305,-0.036734,0.779152,0.577495,-0.019185,0.76351,0.625,-0.017524,0.816688,0.595007,-0.02661,0.796265,0.625237,-0.013775,0,1,0
320,'2026/05/14 11:50:44:613',2,0.761007,0.75174,-0.000001,0.706505,0.537174,-0.063166,0.7006,0.566429,-0.017288,0.702885,0.604654,-0.052426,0.739641,0.569752,-0.015583,0.735507,0.618416,-0.036534,0.778312,0.578213,-0.019617,0.762724,0.624269,-0.01741,0.816161,0.595254,-0.026157,0.796054,0.62413,-0.014382,0,1,0
321,'2026/05/14 11:50:44:674',2,0.759496,0.748889,-0.000001,0.706344,0.537278,-0.064289,0.699442,0.563132,-0.020508,0.702814,0.602851,-0.053078,0.738887,0.565998,-0.018758,0.734372,0.61716,-0.039087,0.777919,0.574841,-0.022379,0.761509,0.623953,-0.020439,0.815673,0.59286,-0.028376,0.795231,0.624393,-0.017705,0,1,0
322,'2026/05/14 11:50:44:707',2,0.760732,0.750083,-0.000001,0.707523,0.537671,-0.065606,0.700564,0.566106,-0.020076,0.703167,0.603357,-0.054438,0.739658,0.568935,-0.018067,0.736028,0.618574,-0.038657,0.778427,0.57736,-0.021714,0.762852,0.623917,-0.020365,0.816096,0.594412,-0.027804,0.796139,0.623853,-0.01784,0,1,0
323,'2026/05/14 11:50:44:739',2,0.760566,0.75114,-0.000001,0.703895,0.535982,-0.064046,0.701528,0.565854,-0.015263,0.703265,0.603225,-0.05158,0.739827,0.569418,-0.013998,0.735194,0.617646,-0.036449,0.778269,0.578129,-0.018516,0.762269,0.623392,-0.016775,0.815824,0.595381,-0.025514,0.795462,0.623835,-0.012832,0,1,0
324,'2026/05/14 11:50:44:769',2,0.762066,0.749139,-0.000001,0.7044,0.536158,-0.063997,0.702954,0.563797,-0.016434,0.704258,0.603304,-0.052446,0.74102,0.567579,-0.015876,0.736789,0.616804,-0.038369,0.77937,0.576338,-0.02096,0.763403,0.622675,-0.019156,0.816961,0.593487,-0.028457,0.795868,0.623171,-0.015818,0,1,0
325,'2026/05/14 11:50:44:802',2,0.763026,0.750298,-0.000001,0.70715,0.537529,-0.062481,0.702428,0.565656,-0.015188,0.703813,0.601481,-0.051911,0.741259,0.569086,-0.013679,0.736824,0.617424,-0.035433,0.779743,0.577328,-0.017983,0.763801,0.622787,-0.015823,0.817563,0.594051,-0.024791,0.796576,0.623234,-0.012689,0,1,0
326,'2026/05/14 11:50:44:832',2,0.761944,0.750952,-0.000001,0.704996,0.535662,-0.063504,0.701955,0.564029,-0.015896,0.703669,0.60298,-0.051978,0.740235,0.567936,-0.014853,0.735789,0.616421,-0.036806,0.77873,0.576781,-0.019483,0.763126,0.622608,-0.017584,0.816343,0.594098,-0.026543,0.797057,0.622964,-0.014007,0,1,0
327,'2026/05/14 11:50:44:863',2,0.761874,0.748404,-0.000001,0.704189,0.535304,-0.060866,0.700455,0.561365,-0.016627,0.703453,0.602009,-0.05038,0.739386,0.565356,-0.015482,0.735696,0.615393,-0.036626,0.778554,0.574406,-0.019814,0.762938,0.622285,-0.018035,0.816672,0.591853,-0.026523,0.796746,0.623057,-0.014736,0,1,0
328,'2026/05/14 11:50:44:895',2,0.761527,0.748992,-0.000001,0.708006,0.535365,-0.062924,0.700637,0.565051,-0.01937,0.704126,0.602043,-0.053004,0.740267,0.567832,-0.017055,0.735686,0.617276,-0.03785,0.779278,0.576355,-0.020324,0.762982,0.623783,-0.018941,0.817179,0.593731,-0.026066,0.797155,0.624422,-0.016718,0,1,0
329,'2026/05/14 11:50:44:925',2,0.763026,0.750843,-0.000001,0.70684,0.536349,-0.062049,0.703577,0.563105,-0.017609,0.706013,0.603093,-0.051974,0.742385,0.567167,-0.016185,0.738455,0.6169,-0.03677,0.781137,0.576364,-0.020343,0.765287,0.62312,-0.017849,0.818802,0.594054,-0.02699,0.79821,0.6235,-0.015269,0,1,0
330,'2026/05/14 11:50:44:962',2,0.762285,0.75164,-0.000001,0.708411,0.537469,-0.063483,0.702877,0.565089,-0.017151,0.705544,0.602753,-0.053896,0.741982,0.569221,-0.015385,0.73728,0.616834,-0.037453,0.780759,0.57847,-0.019421,0.7641,0.624328,-0.0187,0.81852,0.596095,-0.025967,0.798019,0.624572,-0.015643,0,1,0
331,'2026/05/14 11:50:44:986',2,0.762932,0.751606,-0.000001,0.71024,0.538366,-0.063051,0.703589,0.566115,-0.016699,0.704589,0.60381,-0.052535,0.742756,0.569937,-0.014946,0.737686,0.618844,-0.036732,0.781469,0.578973,-0.018962,0.764971,0.625076,-0.017379,0.819076,0.596445,-0.025487,0.798727,0.625411,-0.014932,0,1,0
332,'2026/05/14 11:50:45:025',2,0.761987,0.752934,-0.000001,0.708373,0.536926,-0.064078,0.704057,0.566074,-0.016644,0.705224,0.605061,-0.052456,0.742677,0.570034,-0.015059,0.738176,0.618131,-0.03642,0.781349,0.579077,-0.019289,0.765388,0.624214,-0.017733,0.818942,0.596275,-0.026013,0.798779,0.624743,-0.014345,0,1,0
333,'2026/05/14 11:50:45:053',2,0.761261,0.750337,-0.000001,0.710675,0.537188,-0.065807,0.703674,0.565549,-0.020659,0.704794,0.604442,-0.055026,0.742801,0.569579,-0.018361,0.737611,0.618352,-0.039565,0.781537,0.578945,-0.021797,0.76493,0.624678,-0.020748,0.818934,0.59681,-0.027769,0.798923,0.626091,-0.018116,0,1,0
334,'2026/05/14 11:50:45:093',2,0.76313,0.751273,-0.000001,0.70928,0.538006,-0.061544,0.70583,0.56385,-0.015446,0.706556,0.603725,-0.051077,0.744491,0.568483,-0.014119,0.739567,0.618193,-0.035593,0.783132,0.578076,-0.018568,0.766279,0.624263,-0.017482,0.820526,0.595675,-0.025428,0.799243,0.624635,-0.014113,0,1,0
335,'2026/05/14 11:50:45:129',2,0.763224,0.751477,-0.000001,0.708625,0.537195,-0.060323,0.7036,0.564544,-0.016883,0.70583,0.605279,-0.048879,0.742737,0.568117,-0.015326,0.738302,0.617919,-0.035231,0.781794,0.577154,-0.019272,0.765622,0.624533,-0.017213,0.819757,0.594711,-0.025647,0.799807,0.624234,-0.014349,0,1,0
336,'2026/05/14 11:50:45:158',2,0.762678,0.751096,-0.000001,0.710801,0.537542,-0.060809,0.702999,0.568837,-0.018902,0.706138,0.606261,-0.050342,0.742361,0.571165,-0.016393,0.738214,0.619303,-0.035448,0.781196,0.579587,-0.019412,0.764819,0.626547,-0.017163,0.818836,0.597065,-0.02496,0.798071,0.625677,-0.015799,0,1,0
337,'2026/05/14 11:50:45:190',2,0.761682,0.752274,-0.000001,0.708922,0.53528,-0.06287,0.70254,0.56882,-0.018988,0.705469,0.607195,-0.051344,0.742074,0.57162,-0.01658,0.737723,0.619205,-0.035858,0.78121,0.579988,-0.019873,0.765071,0.626175,-0.018208,0.818993,0.597039,-0.025655,0.798776,0.625724,-0.016182,0,1,0
338,'2026/05/14 11:50:45:221',2,0.761583,0.751828,-0.000001,0.709871,0.536781,-0.062072,0.701872,0.564083,-0.019854,0.705805,0.605934,-0.051919,0.741763,0.567602,-0.017343,0.738017,0.618136,-0.037521,0.781255,0.57677,-0.020445,0.764798,0.624813,-0.020043,0.81915,0.594502,-0.02604,0.798851,0.625531,-0.017983,0,1,0
339,'2026/05/14 11:50:45:255',2,0.762619,0.752065,-0.000001,0.709413,0.537787,-0.064503,0.705708,0.5641,-0.016893,0.706768,0.603244,-0.053747,0.744284,0.56882,-0.015253,0.739734,0.618304,-0.037385,0.782815,0.578392,-0.019541,0.766762,0.624143,-0.017858,0.820549,0.596132,-0.026424,0.799808,0.62492,-0.014703,0,1,0
340,'2026/05/14 11:50:45:285',2,0.763478,0.751939,-0.000001,0.711563,0.538599,-0.063879,0.705081,0.56603,-0.017353,0.706966,0.605978,-0.052546,0.743958,0.570114,-0.015457,0.73976,0.620356,-0.037291,0.782485,0.579298,-0.019433,0.766404,0.625686,-0.018612,0.820247,0.596946,-0.025939,0.799397,0.625987,-0.015559,0,1,0
341,'2026/05/14 11:50:45:315',2,0.762993,0.75494,-0.000001,0.710694,0.537741,-0.065268,0.703817,0.568165,-0.017674,0.705502,0.607778,-0.052465,0.743269,0.57154,-0.015117,0.738342,0.619403,-0.036137,0.782088,0.580607,-0.018566,0.765911,0.625684,-0.01725,0.819524,0.598192,-0.024631,0.799672,0.626653,-0.014207,0,1,0
342,'2026/05/14 11:50:45:346',2,0.761805,0.754266,-0.000001,0.709156,0.536961,-0.064801,0.703686,0.569632,-0.019413,0.705779,0.605799,-0.052132,0.742795,0.573154,-0.016837,0.737623,0.619519,-0.03656,0.781601,0.582024,-0.020058,0.764989,0.627178,-0.01948,0.819152,0.599228,-0.025782,0.799711,0.627127,-0.01762,0,1,0
343,'2026/05/14 11:50:45:380',2,0.762668,0.753306,-0.000001,0.711488,0.538799,-0.063645,0.704759,0.567725,-0.016876,0.705761,0.606417,-0.050611,0.743939,0.57189,-0.014749,0.739008,0.620363,-0.035979,0.782583,0.58112,-0.018519,0.765935,0.626009,-0.017455,0.820142,0.59857,-0.024839,0.799239,0.627465,-0.0142,0,1,0
344,'2026/05/14 11:50:45:409',2,0.763168,0.753525,-0.000001,0.711324,0.538303,-0.063463,0.703678,0.567246,-0.019641,0.706394,0.609224,-0.053537,0.743524,0.570252,-0.017242,0.739069,0.621097,-0.03764,0.782629,0.579068,-0.02074,0.766102,0.627109,-0.020339,0.820233,0.596646,-0.026839,0.799802,0.627314,-0.018895,0,1,0
345,'2026/05/14 11:50:45:453',2,0.761983,0.752306,-0.000001,0.709875,0.538694,-0.061775,0.70233,0.565866,-0.021312,0.706011,0.606226,-0.053371,0.742367,0.569315,-0.019053,0.738095,0.619877,-0.038349,0.781894,0.578389,-0.022292,0.76523,0.626798,-0.020834,0.819882,0.596016,-0.028011,0.79888,0.628005,-0.019252,0,1,0
346,'2026/05/14 11:50:45:488',2,0.763363,0.7572,-0.000001,0.709616,0.537337,-0.062484,0.703835,0.570579,-0.015701,0.705548,0.608877,-0.050849,0.742967,0.573903,-0.013294,0.736756,0.621229,-0.034707,0.781623,0.582625,-0.016885,0.764341,0.628905,-0.016083,0.819304,0.600045,-0.023029,0.799376,0.62843,-0.012909,0,1,0
347,'2026/05/14 11:50:45:519',2,0.761629,0.756933,-0.000001,0.709741,0.538865,-0.062979,0.703709,0.570912,-0.019248,0.705692,0.60881,-0.052634,0.742846,0.574665,-0.01684,0.737753,0.621928,-0.036605,0.781479,0.583736,-0.020176,0.765147,0.629423,-0.018273,0.819173,0.601455,-0.026059,0.799082,0.629292,-0.01584,0,1,0
348,'2026/05/14 11:50:45:553',2,0.760941,0.755961,-0.000001,0.711176,0.538357,-0.063529,0.702916,0.571675,-0.017126,0.704909,0.608669,-0.051166,0.742296,0.575742,-0.014986,0.736908,0.623008,-0.035981,0.781278,0.584747,-0.018697,0.764332,0.630818,-0.017878,0.819205,0.602004,-0.024864,0.799242,0.630462,-0.015461,0,1,0
349,'2026/05/14 11:50:45:583',2,0.762307,0.756928,-0.000001,0.709466,0.53919,-0.067928,0.703525,0.568091,-0.019781,0.705819,0.607696,-0.05635,0.742875,0.572449,-0.017326,0.738547,0.621736,-0.040111,0.781886,0.582135,-0.020773,0.765829,0.628108,-0.020351,0.819643,0.600273,-0.026816,0.799683,0.629087,-0.016681,0,1,0
350,'2026/05/14 11:50:45:616',2,0.761255,0.758329,-0.000001,0.711291,0.539047,-0.066229,0.702843,0.567921,-0.016151,0.704881,0.606315,-0.053796,0.742378,0.57278,-0.014572,0.73675,0.621315,-0.037672,0.781504,0.583124,-0.019033,0.764506,0.629692,-0.018186,0.819455,0.602271,-0.026022,0.799047,0.631028,-0.015335,0,1,0
351,'2026/05/14 11:50:45:647',2,0.761614,0.756851,-0.000001,0.710216,0.53852,-0.064257,0.703931,0.572007,-0.018539,0.705778,0.609481,-0.051354,0.743209,0.575423,-0.01625,0.737886,0.622866,-0.036505,0.781968,0.584279,-0.019747,0.76506,0.630167,-0.018267,0.819686,0.601685,-0.025804,0.799092,0.629679,-0.016083,0,1,0
352,'2026/05/14 11:50:45:679',2,0.761237,0.757181,-0.000001,0.70888,0.540554,-0.063237,0.703596,0.57112,-0.017355,0.705704,0.60858,-0.051588,0.743151,0.574919,-0.015299,0.738129,0.621924,-0.036063,0.782061,0.584112,-0.01931,0.764977,0.630049,-0.018906,0.819942,0.601741,-0.025882,0.799013,0.629873,-0.016997,0,1,0
353,'2026/05/14 11:50:45:710',2,0.762412,0.756427,-0.000001,0.710782,0.539147,-0.064292,0.702493,0.570294,-0.021586,0.705886,0.609671,-0.055209,0.742446,0.573168,-0.018764,0.738004,0.62351,-0.039058,0.781736,0.581917,-0.021511,0.765643,0.629406,-0.019769,0.819544,0.59963,-0.026785,0.8003,0.629515,-0.017516,0,1,0
354,'2026/05/14 11:50:45:741',2,0.763174,0.755227,-0.000001,0.709825,0.539304,-0.06145,0.702485,0.569445,-0.019452,0.706474,0.609004,-0.052292,0.742568,0.572266,-0.017124,0.73931,0.622274,-0.037802,0.781985,0.581102,-0.020416,0.766117,0.628557,-0.01919,0.820169,0.598785,-0.026208,0.799667,0.629615,-0.017011,0,1,0
355,'2026/05/14 11:50:45:774',2,0.762013,0.757376,-0.000001,0.711007,0.538957,-0.065906,0.704138,0.570297,-0.018599,0.7054,0.608896,-0.052889,0.743681,0.573776,-0.016206,0.738335,0.62294,-0.037026,0.782674,0.582866,-0.019613,0.766041,0.629002,-0.017444,0.820387,0.600967,-0.025598,0.800227,0.628961,-0.013943,0,1,0
356,'2026/05/14 11:50:45:806',2,0.761351,0.758145,-0.000001,0.709544,0.539567,-0.064245,0.702701,0.571563,-0.017753,0.704921,0.609798,-0.052507,0.742051,0.575077,-0.015479,0.736163,0.621781,-0.03604,0.781123,0.584305,-0.018967,0.76392,0.630559,-0.016874,0.818994,0.602466,-0.025003,0.799384,0.630374,-0.014093,0,1,0
357,'2026/05/14 11:50:45:856',2,0.761564,0.757863,-0.000001,0.70955,0.539246,-0.064174,0.702907,0.57275,-0.018397,0.705557,0.609403,-0.05158,0.742663,0.575448,-0.016125,0.737933,0.622751,-0.03606,0.781612,0.584012,-0.019771,0.765058,0.630453,-0.018581,0.819479,0.601374,-0.025967,0.798752,0.629524,-0.016877,0,1,0
358,'2026/05/14 11:50:45:897',2,0.760759,0.756294,-0.000001,0.70966,0.538027,-0.063845,0.702056,0.571559,-0.019944,0.704795,0.610598,-0.050855,0.741887,0.575053,-0.01751,0.736081,0.623084,-0.036079,0.781041,0.584198,-0.020811,0.763614,0.631499,-0.018747,0.818802,0.602244,-0.026629,0.798276,0.630776,-0.01793,0,1,0
359,'2026/05/14 11:50:45:927',2,0.762021,0.758153,-0.000001,0.710628,0.5406,-0.060969,0.703867,0.570763,-0.015371,0.706479,0.608864,-0.051802,0.743492,0.574532,-0.013738,0.738764,0.623289,-0.03544,0.782551,0.583495,-0.018108,0.7654,0.630984,-0.017414,0.820563,0.601029,-0.025003,0.799341,0.629932,-0.015156,0,1,0
360,'2026/05/14 11:50:45:957',2,0.763527,0.757567,-0.000001,0.71124,0.540256,-0.063368,0.704582,0.570845,-0.017405,0.706184,0.608279,-0.052832,0.743907,0.574799,-0.015107,0.739168,0.622595,-0.036598,0.783032,0.58402,-0.01861,0.766729,0.628775,-0.017751,0.820813,0.601476,-0.024619,0.801384,0.630342,-0.014032,0,1,0
361,'2026/05/14 11:50:45:989',2,0.762809,0.757655,-0.000001,0.711597,0.540007,-0.063854,0.704965,0.570563,-0.018647,0.705917,0.609666,-0.051389,0.744513,0.574669,-0.016576,0.739243,0.62319,-0.037036,0.783597,0.584057,-0.020245,0.766618,0.629274,-0.018795,0.821296,0.601796,-0.026416,0.800906,0.630533,-0.016088,0,1,0
362,'2026/05/14 11:50:46:017',2,0.763311,0.756458,-0.000001,0.709603,0.540441,-0.068061,0.707322,0.568583,-0.019457,0.707911,0.609306,-0.056684,0.745993,0.573678,-0.017703,0.740999,0.623027,-0.040466,0.784622,0.583705,-0.021849,0.76815,0.629504,-0.021584,0.821853,0.601555,-0.028524,0.801579,0.630728,-0.017978,0,1,0
363,'2026/05/14 11:50:46:048',2,0.764338,0.756389,-0.000001,0.711695,0.540906,-0.064879,0.705135,0.569354,-0.019743,0.706411,0.60893,-0.053513,0.74493,0.573585,-0.017356,0.739923,0.622744,-0.037767,0.784292,0.583049,-0.020823,0.767508,0.62931,-0.019999,0.822266,0.600585,-0.026816,0.801564,0.631363,-0.018013,0,1,0
