@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2}

@data
1510,'2026/04/25 17:24:26:897',5,0.070877,0.003334,0.001156,0.003644,0.001563,0.001112,0.000619,0.001543,0.000491,0.001282,0.002971,0.001772,2
1511,'2026/04/25 17:24:26:932',5,0.068644,0.003282,0.001113,0.003608,0.00159,0.001097,0.000603,0.001449,0.000448,0.001246,0.002683,0.001754,2
1512,'2026/04/25 17:24:26:965',5,0.066639,0.00346,0.001113,0.003435,0.001549,0.001014,0.000646,0.001332,0.000404,0.001405,0.002537,0.001742,2
1513,'2026/04/25 17:24:26:999',5,0.066666,0.003676,0.001214,0.003447,0.001643,0.000986,0.00059,0.001294,0.000369,0.00145,0.002812,0.001661,2
1514,'2026/04/25 17:24:27:032',5,0.066311,0.003592,0.00104,0.003313,0.001537,0.000963,0.000573,0.001226,0.000353,0.001494,0.0027,0.001612,2
1515,'2026/04/25 17:24:27:065',5,0.065777,0.003776,0.001,0.003091,0.001409,0.000994,0.000671,0.001266,0.000348,0.001389,0.002521,0.001702,2
1516,'2026/04/25 17:24:27:097',5,0.065704,0.003683,0.000971,0.003193,0.001362,0.000938,0.00066,0.001274,0.000321,0.001376,0.002583,0.001616,2
1517,'2026/04/25 17:24:27:131',5,0.065615,0.003571,0.000894,0.00342,0.00137,0.000912,0.000621,0.001251,0.000293,0.001834,0.002722,0.00168,2
1518,'2026/04/25 17:24:27:165',5,0.065682,0.003449,0.00089,0.003447,0.00139,0.000916,0.000606,0.001221,0.000273,0.0023,0.002682,0.001636,2
1519,'2026/04/25 17:24:27:199',5,0.066019,0.003491,0.000894,0.00342,0.001457,0.000966,0.000603,0.001186,0.000273,0.002587,0.002655,0.001581,2
1520,'2026/04/25 17:24:27:232',5,0.066839,0.003391,0.000843,0.003441,0.001606,0.001098,0.00065,0.001132,0.000286,0.002912,0.002538,0.001417,2
1521,'2026/04/25 17:24:27:264',5,0.066505,0.003127,0.000782,0.003486,0.00165,0.001169,0.000617,0.001014,0.000318,0.003094,0.002447,0.001295,2
1522,'2026/04/25 17:24:27:297',5,0.067253,0.00316,0.000744,0.0033,0.001688,0.0012,0.000618,0.000968,0.000316,0.003264,0.002105,0.001256,2
1523,'2026/04/25 17:24:27:331',5,0.067016,0.003207,0.000699,0.003217,0.001621,0.001115,0.000585,0.000982,0.000329,0.003428,0.002117,0.001105,2
1524,'2026/04/25 17:24:27:364',5,0.066969,0.003278,0.000685,0.003249,0.001587,0.001025,0.000594,0.001002,0.000368,0.003263,0.002134,0.001106,2
1525,'2026/04/25 17:24:27:398',5,0.066927,0.003196,0.000658,0.003251,0.001669,0.000974,0.000639,0.0011,0.000371,0.003258,0.001904,0.001258,2
1526,'2026/04/25 17:24:27:430',5,0.066923,0.003172,0.000614,0.002973,0.00157,0.000913,0.000723,0.001158,0.000425,0.003155,0.001785,0.001352,2
1527,'2026/04/25 17:24:27:465',5,0.067965,0.003256,0.000644,0.002857,0.001477,0.000891,0.000744,0.001122,0.000451,0.003179,0.001803,0.00131,2
1528,'2026/04/25 17:24:27:498',5,0.06908,0.00333,0.000674,0.002904,0.00151,0.000962,0.000728,0.001159,0.000443,0.003078,0.001933,0.001263,2
1529,'2026/04/25 17:24:27:530',5,0.069357,0.003411,0.000791,0.002866,0.001549,0.000978,0.000812,0.001145,0.000448,0.00306,0.00188,0.001192,2
1530,'2026/04/25 17:24:27:565',5,0.06876,0.003514,0.000864,0.003155,0.001609,0.001,0.000773,0.001095,0.00042,0.003032,0.001803,0.001097,2
1531,'2026/04/25 17:24:27:597',5,0.067355,0.003554,0.000888,0.003181,0.001562,0.001066,0.000758,0.001081,0.00039,0.003133,0.001639,0.001116,2
1532,'2026/04/25 17:24:27:631',5,0.064495,0.003481,0.00086,0.003255,0.001496,0.000975,0.000795,0.001094,0.000368,0.003127,0.001538,0.001025,2
1533,'2026/04/25 17:24:27:664',5,0.063637,0.003469,0.000894,0.003508,0.001435,0.00099,0.000774,0.001071,0.000378,0.003206,0.001571,0.000936,2
1534,'2026/04/25 17:24:27:698',5,0.064516,0.003425,0.000776,0.003578,0.001479,0.00096,0.000728,0.001016,0.00037,0.003141,0.001515,0.000931,2
1535,'2026/04/25 17:24:27:732',5,0.066502,0.003346,0.000744,0.003323,0.001381,0.000938,0.000707,0.000968,0.000452,0.003087,0.001817,0.000972,2
1536,'2026/04/25 17:24:27:764',5,0.06591,0.003555,0.000678,0.003002,0.001307,0.000955,0.000667,0.001026,0.000476,0.003201,0.001704,0.000918,2
1537,'2026/04/25 17:24:27:797',5,0.064768,0.00353,0.000633,0.002898,0.001269,0.000981,0.000636,0.000943,0.00047,0.003031,0.001859,0.000927,2
1538,'2026/04/25 17:24:27:832',5,0.063179,0.003476,0.00061,0.002705,0.001273,0.000959,0.000639,0.000877,0.000452,0.002954,0.002013,0.001028,2
1539,'2026/04/25 17:24:27:865',5,0.061731,0.003449,0.000587,0.002619,0.001263,0.000944,0.000599,0.000849,0.000461,0.00295,0.002229,0.001092,2
1540,'2026/04/25 17:24:27:898',5,0.060834,0.003319,0.000564,0.002536,0.001225,0.000977,0.000613,0.000806,0.000474,0.002766,0.002284,0.001063,2
1541,'2026/04/25 17:24:27:930',5,0.061559,0.003091,0.000544,0.002469,0.001204,0.000991,0.000668,0.000738,0.000463,0.002505,0.002223,0.001081,2
1542,'2026/04/25 17:24:27:965',5,0.062847,0.002807,0.000508,0.00255,0.001232,0.000983,0.000712,0.00072,0.000456,0.002403,0.002286,0.00112,2
1543,'2026/04/25 17:24:27:998',5,0.064982,0.002699,0.00051,0.002636,0.001252,0.000979,0.000685,0.000691,0.000466,0.002271,0.002211,0.00108,2
1544,'2026/04/25 17:24:28:032',5,0.064042,0.002655,0.000498,0.002578,0.001144,0.000972,0.000686,0.000762,0.000498,0.002178,0.002147,0.001095,2
1545,'2026/04/25 17:24:28:065',5,0.061793,0.002499,0.000491,0.002558,0.001178,0.001025,0.000666,0.000741,0.000538,0.002196,0.002083,0.001137,2
1546,'2026/04/25 17:24:28:110',5,0.060951,0.002386,0.000569,0.002513,0.001194,0.001011,0.000668,0.000731,0.000566,0.002298,0.001922,0.001171,2
1547,'2026/04/25 17:24:28:154',5,0.062265,0.002319,0.000555,0.002547,0.001226,0.00101,0.000612,0.000719,0.000508,0.002372,0.001828,0.001155,2
1548,'2026/04/25 17:24:28:188',5,0.061838,0.002257,0.000559,0.002578,0.001246,0.000971,0.000619,0.000727,0.000478,0.002333,0.001858,0.001221,2
1549,'2026/04/25 17:24:28:221',5,0.061085,0.002262,0.00053,0.002461,0.001183,0.000905,0.000639,0.00075,0.000495,0.00235,0.001695,0.001371,2
1550,'2026/04/25 17:24:28:254',5,0.059362,0.002222,0.000518,0.002381,0.001107,0.000914,0.000609,0.000797,0.000551,0.002402,0.001572,0.001371,2
1551,'2026/04/25 17:24:28:287',5,0.060283,0.002075,0.00051,0.002603,0.001148,0.000917,0.000571,0.000833,0.000569,0.002553,0.001548,0.001388,2
1552,'2026/04/25 17:24:28:321',5,0.060778,0.002151,0.000504,0.002515,0.001242,0.001029,0.000623,0.000823,0.000538,0.00256,0.001523,0.001315,2
1553,'2026/04/25 17:24:28:354',5,0.062652,0.002128,0.000487,0.002356,0.001221,0.001088,0.000663,0.000783,0.000516,0.002619,0.001448,0.001337,2
1554,'2026/04/25 17:24:28:387',5,0.062089,0.002101,0.000491,0.002326,0.001212,0.001147,0.000697,0.000859,0.000511,0.002584,0.001464,0.001401,2
1555,'2026/04/25 17:24:28:420',5,0.061463,0.00215,0.000505,0.002317,0.001177,0.001139,0.000703,0.000908,0.000501,0.002682,0.001456,0.001507,2
1556,'2026/04/25 17:24:28:455',5,0.061712,0.0023,0.000543,0.002186,0.001241,0.001066,0.00072,0.000876,0.00053,0.002554,0.00152,0.001521,2
1557,'2026/04/25 17:24:28:487',5,0.06324,0.002445,0.000604,0.002116,0.00128,0.001044,0.000727,0.000838,0.000576,0.0023,0.001658,0.001574,2
1558,'2026/04/25 17:24:28:520',5,0.062177,0.002522,0.000671,0.002301,0.0013,0.001115,0.000759,0.000845,0.000546,0.002329,0.001687,0.001593,2
1559,'2026/04/25 17:24:28:554',5,0.062401,0.002707,0.00072,0.002376,0.001378,0.001077,0.000796,0.000798,0.000527,0.002468,0.001731,0.00161,2
1560,'2026/04/25 17:24:28:587',5,0.064517,0.002944,0.000793,0.002188,0.001568,0.00113,0.000798,0.000784,0.000604,0.002992,0.001608,0.001598,2
1561,'2026/04/25 17:24:28:620',5,0.063484,0.002971,0.000842,0.002378,0.001494,0.00112,0.000793,0.000732,0.000661,0.002847,0.001739,0.001545,2
1562,'2026/04/25 17:24:28:654',5,0.061982,0.003004,0.000824,0.002376,0.001442,0.001044,0.000745,0.00076,0.000643,0.002738,0.001644,0.001522,2
1563,'2026/04/25 17:24:28:687',5,0.060866,0.002943,0.000785,0.002399,0.001317,0.001065,0.000744,0.000805,0.000628,0.00271,0.001567,0.001446,2
1564,'2026/04/25 17:24:28:721',5,0.061366,0.00293,0.000809,0.002348,0.001286,0.001098,0.000715,0.000817,0.000599,0.002753,0.00147,0.001441,2
1565,'2026/04/25 17:24:28:754',5,0.060666,0.003072,0.000768,0.002468,0.001213,0.001053,0.000665,0.000867,0.000528,0.002865,0.001334,0.001424,2
1566,'2026/04/25 17:24:28:788',5,0.059406,0.002958,0.000727,0.002377,0.001215,0.001071,0.000644,0.000851,0.000513,0.003191,0.001304,0.001439,2
1567,'2026/04/25 17:24:28:820',5,0.057803,0.002952,0.000708,0.002277,0.001235,0.001002,0.000601,0.000814,0.000491,0.003155,0.00122,0.001649,2
1568,'2026/04/25 17:24:28:854',5,0.057089,0.002802,0.00074,0.002258,0.001405,0.000984,0.000566,0.000774,0.000555,0.003135,0.00123,0.001632,2
1569,'2026/04/25 17:24:28:886',5,0.058458,0.002831,0.000694,0.002166,0.001431,0.000886,0.00056,0.000746,0.00055,0.003048,0.001234,0.00156,2
1570,'2026/04/25 17:24:28:920',5,0.059057,0.002712,0.000689,0.002354,0.001321,0.000831,0.000612,0.00078,0.000529,0.003051,0.001236,0.00145,2
1571,'2026/04/25 17:24:28:953',5,0.059235,0.002699,0.000737,0.002555,0.001234,0.00081,0.00063,0.000824,0.000505,0.003156,0.001294,0.001487,2
1572,'2026/04/25 17:24:28:987',5,0.060364,0.002792,0.000804,0.002692,0.001202,0.000798,0.000589,0.000843,0.000495,0.003283,0.001305,0.001602,2
1573,'2026/04/25 17:24:29:020',5,0.061463,0.002903,0.000939,0.002789,0.001366,0.000816,0.000591,0.000858,0.000466,0.003029,0.001232,0.001601,2
1574,'2026/04/25 17:24:29:053',5,0.061917,0.003069,0.001157,0.002556,0.001363,0.000807,0.000644,0.000833,0.000465,0.003257,0.00117,0.001546,2
1575,'2026/04/25 17:24:29:088',5,0.062025,0.003254,0.001281,0.00281,0.0014,0.000904,0.000666,0.000867,0.000481,0.003288,0.001221,0.001523,2
1576,'2026/04/25 17:24:29:120',5,0.06147,0.00331,0.001369,0.002787,0.001461,0.000928,0.000646,0.000836,0.000445,0.003534,0.00124,0.001487,2
1577,'2026/04/25 17:24:29:153',5,0.061062,0.003342,0.001292,0.002413,0.001491,0.000825,0.000605,0.000881,0.000463,0.003378,0.001187,0.00142,2
1578,'2026/04/25 17:24:29:188',5,0.062986,0.003423,0.001213,0.002744,0.001415,0.000816,0.000583,0.00086,0.000531,0.003228,0.0011,0.001419,2
1579,'2026/04/25 17:24:29:220',5,0.064481,0.003449,0.001131,0.002746,0.001315,0.000804,0.000553,0.000841,0.000579,0.003084,0.00107,0.001372,2
1580,'2026/04/25 17:24:29:254',5,0.064499,0.003538,0.001101,0.002765,0.00139,0.000812,0.000526,0.000735,0.000549,0.003096,0.001072,0.001337,2
1581,'2026/04/25 17:24:29:287',5,0.062989,0.003565,0.001005,0.002722,0.001429,0.00076,0.000584,0.000701,0.000526,0.002976,0.001027,0.00131,2
1582,'2026/04/25 17:24:29:321',5,0.062354,0.003533,0.000921,0.002754,0.001459,0.000718,0.000567,0.000698,0.000498,0.002995,0.001001,0.001346,2
1583,'2026/04/25 17:24:29:353',5,0.06037,0.003882,0.001328,0.003121,0.001706,0.001012,0.000829,0.000895,0.000863,0.003061,0.001321,0.00141,2
1584,'2026/04/25 17:24:29:389',5,0.051866,0.003255,0.001145,0.002675,0.00145,0.000859,0.000704,0.000747,0.000754,0.00252,0.001115,0.001175,2
1585,'2026/04/25 17:24:35:178',6,0.024563,0.012158,0.005334,0.003353,0.002415,0.00196,0.001177,0.000739,0.001118,0.00064,0.00071,0.000891,1
1586,'2026/04/25 17:24:35:209',6,0.026648,0.012131,0.005326,0.003284,0.002496,0.002006,0.001193,0.000741,0.000996,0.000627,0.000895,0.00092,1
1587,'2026/04/25 17:24:35:243',6,0.026337,0.011347,0.00543,0.003497,0.00255,0.002002,0.001232,0.000728,0.000851,0.000596,0.00099,0.000746,1
1588,'2026/04/25 17:24:35:275',6,0.026102,0.010778,0.005236,0.003648,0.002503,0.002021,0.001308,0.00074,0.000738,0.000558,0.001055,0.000601,1
1589,'2026/04/25 17:24:35:309',6,0.026031,0.010858,0.005147,0.003741,0.002461,0.001938,0.001389,0.000754,0.000645,0.000609,0.001055,0.000483,1
1590,'2026/04/25 17:24:35:343',6,0.025367,0.010821,0.005157,0.003758,0.002536,0.001911,0.001395,0.000835,0.000582,0.000695,0.001076,0.000391,1
1591,'2026/04/25 17:24:35:377',6,0.025245,0.0113,0.005191,0.003749,0.00263,0.001885,0.001445,0.000834,0.000538,0.000798,0.001175,0.000316,1
1592,'2026/04/25 17:24:35:409',6,0.026064,0.011315,0.005363,0.003879,0.002601,0.001891,0.001348,0.000835,0.000584,0.00092,0.00127,0.00027,1
1593,'2026/04/25 17:24:35:442',6,0.025815,0.01164,0.00519,0.003948,0.002607,0.001917,0.001327,0.000861,0.000664,0.001084,0.001311,0.00024,1
1594,'2026/04/25 17:24:35:474',6,0.025433,0.011529,0.004936,0.003843,0.0026,0.001889,0.001341,0.00083,0.000681,0.001216,0.001374,0.000224,1
1595,'2026/04/25 17:24:35:509',6,0.027804,0.010808,0.004952,0.003761,0.002808,0.0035,0.004106,0.001933,0.001081,0.001685,0.001633,0.001075,1
1596,'2026/04/25 17:24:35:544',6,0.027894,0.010655,0.005235,0.003957,0.002804,0.003057,0.003387,0.001743,0.001061,0.001949,0.001511,0.000947,1
1597,'2026/04/25 17:24:35:576',6,0.027077,0.011196,0.005085,0.003952,0.002794,0.002581,0.00273,0.001493,0.001059,0.002178,0.001438,0.000823,1
1598,'2026/04/25 17:24:35:611',6,0.028219,0.011053,0.004944,0.003922,0.002636,0.002207,0.002256,0.001246,0.000969,0.002276,0.001211,0.000657,1
1599,'2026/04/25 17:24:35:642',6,0.029105,0.011321,0.005161,0.003847,0.002483,0.001935,0.001889,0.001076,0.000953,0.002098,0.001003,0.000518,1
1600,'2026/04/25 17:24:35:677',6,0.028713,0.011542,0.005244,0.003784,0.002328,0.001672,0.001542,0.000891,0.001067,0.001969,0.000835,0.000415,1
1601,'2026/04/25 17:24:35:709',6,0.029861,0.01173,0.005221,0.003645,0.002169,0.001459,0.00128,0.00077,0.001165,0.001761,0.000693,0.000334,1
1602,'2026/04/25 17:24:35:743',6,0.031597,0.011935,0.005014,0.003524,0.002125,0.001322,0.001096,0.000719,0.001234,0.001554,0.000583,0.000277,1
1603,'2026/04/25 17:24:35:775',6,0.031485,0.012034,0.004879,0.003512,0.002039,0.00124,0.000958,0.00069,0.001302,0.001374,0.000501,0.000234,1
1604,'2026/04/25 17:24:35:810',6,0.030873,0.011788,0.004863,0.003534,0.001917,0.001133,0.00085,0.000658,0.001288,0.00124,0.000434,0.000201,1
1605,'2026/04/25 17:24:35:844',6,0.031213,0.011401,0.004722,0.003433,0.001827,0.001017,0.000781,0.000662,0.001242,0.001136,0.00038,0.00018,1
1606,'2026/04/25 17:24:35:875',6,0.030988,0.011277,0.004585,0.003329,0.0018,0.000952,0.000769,0.000678,0.00118,0.001004,0.000346,0.000163,1
1607,'2026/04/25 17:24:35:910',6,0.030159,0.011425,0.004669,0.003283,0.001722,0.000947,0.000756,0.000625,0.001134,0.000828,0.000313,0.000149,1
1608,'2026/04/25 17:24:35:942',6,0.029017,0.011455,0.004281,0.002914,0.001607,0.000923,0.000721,0.000639,0.001007,0.000669,0.000285,0.000137,1
1609,'2026/04/25 17:24:35:977',6,0.029659,0.010891,0.00428,0.00291,0.001573,0.000901,0.000726,0.000637,0.000954,0.000561,0.000267,0.000127,1
1610,'2026/04/25 17:24:36:010',6,0.029008,0.010746,0.004289,0.002869,0.001521,0.000885,0.00072,0.00067,0.000876,0.000466,0.000249,0.000123,1
1611,'2026/04/25 17:24:36:042',6,0.029102,0.010781,0.004417,0.002782,0.001519,0.000901,0.000716,0.000683,0.000811,0.000403,0.000234,0.000124,1
1612,'2026/04/25 17:24:36:075',6,0.028419,0.010294,0.004474,0.002672,0.001501,0.000896,0.000728,0.000689,0.000803,0.00036,0.00023,0.000124,1
1613,'2026/04/25 17:24:36:109',6,0.026958,0.010324,0.004472,0.002616,0.001577,0.000886,0.000729,0.000689,0.000805,0.000331,0.000229,0.000123,1
1614,'2026/04/25 17:24:36:142',6,0.027494,0.010362,0.004298,0.00267,0.001656,0.000908,0.000713,0.000689,0.000823,0.000317,0.000239,0.000124,1
1615,'2026/04/25 17:24:36:175',6,0.027094,0.010342,0.004519,0.002866,0.001729,0.000919,0.000739,0.000693,0.0009,0.000309,0.000258,0.000118,1
1616,'2026/04/25 17:24:36:209',6,0.026633,0.009956,0.004366,0.003029,0.001757,0.001001,0.00083,0.000768,0.000856,0.00031,0.00026,0.000118,1
1617,'2026/04/25 17:24:36:243',6,0.036082,0.012754,0.005179,0.003707,0.001938,0.001112,0.000905,0.000863,0.000806,0.000316,0.000271,0.000125,1
1618,'2026/04/25 17:24:36:276',6,0.062961,0.03517,0.014222,0.008751,0.004674,0.001929,0.00145,0.001178,0.000978,0.000432,0.000313,0.000153,1
1619,'2026/04/25 17:24:36:309',6,0.080466,0.053991,0.021517,0.01143,0.00675,0.002497,0.00183,0.00135,0.001034,0.00052,0.00036,0.000172,1
1620,'2026/04/25 17:24:36:341',6,0.085149,0.057131,0.022996,0.011062,0.006598,0.002406,0.001741,0.001287,0.000934,0.000509,0.000389,0.000167,1
1621,'2026/04/25 17:24:36:376',6,0.082653,0.054563,0.021806,0.010402,0.005973,0.002216,0.001564,0.001202,0.000804,0.000463,0.000386,0.00016,1
1622,'2026/04/25 17:24:36:409',6,0.091623,0.071375,0.019637,0.009316,0.006197,0.002436,0.001685,0.001372,0.001091,0.00092,0.000545,0.000364,1
1623,'2026/04/25 17:24:36:443',6,0.107372,0.069245,0.017256,0.009007,0.006791,0.002531,0.002118,0.002139,0.001841,0.0019,0.001577,0.000846,1
1624,'2026/04/25 17:24:36:475',6,0.120518,0.065964,0.015326,0.008261,0.008262,0.002833,0.002452,0.003041,0.003139,0.002636,0.002863,0.001623,1
1625,'2026/04/25 17:24:36:509',6,0.127144,0.06272,0.013206,0.00797,0.010281,0.003135,0.003746,0.003546,0.004176,0.004146,0.003387,0.002325,1
1626,'2026/04/25 17:24:36:542',6,0.134908,0.060531,0.011887,0.00758,0.012389,0.003262,0.003561,0.00452,0.004346,0.004838,0.003526,0.002615,1
1627,'2026/04/25 17:24:36:576',6,0.183689,0.085925,0.027958,0.014496,0.015288,0.00452,0.004417,0.005514,0.004544,0.005617,0.003687,0.003287,1
1628,'2026/04/25 17:24:36:610',6,0.185662,0.087564,0.027128,0.015283,0.01629,0.004473,0.004167,0.006099,0.004471,0.005687,0.003831,0.003626,1
1629,'2026/04/25 17:24:36:643',6,0.182182,0.084713,0.024114,0.014247,0.01617,0.00409,0.004259,0.006586,0.00449,0.00568,0.003742,0.003789,1
1630,'2026/04/25 17:24:36:676',6,0.179614,0.080331,0.022156,0.013721,0.016438,0.004007,0.004099,0.006521,0.004725,0.006038,0.00411,0.004257,1
1631,'2026/04/25 17:24:36:709',6,0.17616,0.07556,0.019987,0.013363,0.01646,0.00382,0.003936,0.006551,0.004779,0.006435,0.004121,0.004668,1
1632,'2026/04/25 17:24:36:742',6,0.177563,0.072601,0.017965,0.012468,0.016302,0.003564,0.003877,0.006759,0.004629,0.00671,0.004105,0.005058,1
1633,'2026/04/25 17:24:36:775',6,0.181391,0.073148,0.016003,0.011187,0.01597,0.003386,0.003877,0.007007,0.004452,0.006682,0.004128,0.004951,1
1634,'2026/04/25 17:24:36:810',6,0.182967,0.075162,0.014276,0.010921,0.015766,0.003434,0.003778,0.007048,0.00443,0.006331,0.004092,0.004754,1
1635,'2026/04/25 17:24:36:842',6,0.181185,0.073579,0.012827,0.011666,0.015437,0.003513,0.003582,0.006867,0.004476,0.006142,0.004225,0.0051,1
1636,'2026/04/25 17:24:36:877',6,0.179179,0.071124,0.011775,0.011588,0.015505,0.003399,0.003371,0.006965,0.004597,0.00621,0.004326,0.005088,1
1637,'2026/04/25 17:24:36:910',6,0.178894,0.070273,0.010869,0.010664,0.016103,0.003249,0.003297,0.007382,0.00496,0.00648,0.004202,0.004706,1
1638,'2026/04/25 17:24:36:942',6,0.177056,0.073878,0.010702,0.009653,0.01604,0.003172,0.003442,0.00775,0.005022,0.005895,0.003957,0.004781,1
1639,'2026/04/25 17:24:36:976',6,0.172602,0.077921,0.010468,0.00922,0.016153,0.002993,0.00342,0.007324,0.004827,0.005575,0.004142,0.00492,1
1640,'2026/04/25 17:24:37:010',6,0.172032,0.074019,0.00967,0.008329,0.015051,0.002996,0.003013,0.007654,0.004919,0.005246,0.00403,0.004779,1
1641,'2026/04/25 17:24:37:042',6,0.168006,0.071209,0.009135,0.009165,0.015498,0.003223,0.003067,0.008096,0.005043,0.004595,0.00373,0.004237,1
1642,'2026/04/25 17:24:37:076',6,0.163195,0.067198,0.009045,0.009092,0.015682,0.00323,0.002779,0.008346,0.005198,0.004443,0.003596,0.004278,1
1643,'2026/04/25 17:24:37:110',6,0.16022,0.06417,0.00876,0.008887,0.014897,0.0031,0.002606,0.00807,0.004859,0.004208,0.003679,0.003979,1
1644,'2026/04/25 17:24:37:142',6,0.156679,0.062816,0.008294,0.008541,0.014286,0.002979,0.002522,0.00769,0.004615,0.003814,0.003705,0.003825,1
1645,'2026/04/25 17:24:37:177',6,0.155836,0.060426,0.00816,0.007905,0.013536,0.002899,0.002501,0.007538,0.004372,0.00385,0.003479,0.00354,1
1646,'2026/04/25 17:24:37:209',6,0.155749,0.056944,0.007805,0.007709,0.01334,0.002822,0.002521,0.007393,0.004182,0.003929,0.003359,0.00347,1
1647,'2026/04/25 17:24:37:245',6,0.155311,0.054396,0.007696,0.007642,0.012898,0.003035,0.00237,0.007372,0.004466,0.003676,0.0032,0.003507,1
1648,'2026/04/25 17:24:37:276',6,0.154153,0.050473,0.008138,0.007699,0.011742,0.002868,0.002589,0.007277,0.004114,0.003508,0.003277,0.003279,1
1649,'2026/04/25 17:24:37:309',6,0.148622,0.049968,0.007587,0.007124,0.011296,0.002708,0.002752,0.006915,0.003971,0.003718,0.003195,0.003188,1
1650,'2026/04/25 17:24:37:342',6,0.143853,0.045963,0.006944,0.007071,0.010646,0.002901,0.002702,0.006624,0.003745,0.003742,0.003228,0.003191,1
1651,'2026/04/25 17:24:37:378',6,0.139339,0.043215,0.006369,0.006574,0.010598,0.002951,0.002507,0.006202,0.003513,0.003582,0.003277,0.003131,1
1652,'2026/04/25 17:24:37:409',6,0.135648,0.040733,0.006295,0.006319,0.009844,0.002899,0.002485,0.005994,0.003447,0.003307,0.003177,0.002894,1
1653,'2026/04/25 17:24:37:441',6,0.134371,0.036534,0.00638,0.006132,0.009714,0.002673,0.00248,0.005182,0.003176,0.003327,0.003025,0.002714,1
1654,'2026/04/25 17:24:37:477',6,0.131006,0.034234,0.00601,0.006136,0.010911,0.002794,0.002471,0.005414,0.0031,0.003187,0.002876,0.003131,1
1655,'2026/04/25 17:24:37:510',6,0.1312,0.033276,0.006005,0.006493,0.00993,0.002646,0.00243,0.005561,0.003289,0.003136,0.002788,0.00317,1
1656,'2026/04/25 17:24:37:543',6,0.126317,0.030934,0.005953,0.006435,0.009169,0.002812,0.002544,0.005242,0.003185,0.003208,0.002573,0.002843,1
1657,'2026/04/25 17:24:37:577',6,0.125433,0.029995,0.005568,0.005827,0.010119,0.002829,0.003005,0.004907,0.003195,0.003101,0.002533,0.002535,1
1658,'2026/04/25 17:24:37:609',6,0.127421,0.029034,0.005412,0.005607,0.010683,0.002623,0.002785,0.005203,0.00318,0.003135,0.002331,0.002357,1
1659,'2026/04/25 17:24:37:643',6,0.126027,0.02783,0.005273,0.006043,0.010498,0.002478,0.0026,0.004995,0.003092,0.002899,0.002466,0.002348,1
1660,'2026/04/25 17:24:37:677',6,0.127071,0.027114,0.005241,0.006292,0.01075,0.002532,0.002553,0.005418,0.003034,0.002862,0.002498,0.00226,1
1661,'2026/04/25 17:24:37:709',6,0.127671,0.027208,0.005042,0.005937,0.011091,0.002382,0.002609,0.005558,0.002936,0.002811,0.002519,0.002232,1
1662,'2026/04/25 17:24:37:742',6,0.125391,0.02767,0.005002,0.005733,0.010995,0.002363,0.002621,0.005737,0.0029,0.002618,0.002507,0.002158,1
1663,'2026/04/25 17:24:37:778',6,0.123414,0.028501,0.004968,0.005777,0.010881,0.002386,0.002565,0.005589,0.002756,0.002639,0.00253,0.002114,1
1664,'2026/04/25 17:24:37:809',6,0.122196,0.029408,0.004935,0.005478,0.010385,0.002431,0.002487,0.005297,0.002728,0.00279,0.002542,0.002067,1
1665,'2026/04/25 17:24:37:842',6,0.12013,0.028373,0.004707,0.005473,0.010231,0.002556,0.002645,0.005471,0.002708,0.002841,0.0027,0.001941,1
1666,'2026/04/25 17:24:37:875',6,0.120733,0.028884,0.004581,0.005267,0.009807,0.002628,0.002662,0.005451,0.002692,0.002884,0.002726,0.00185,1
1667,'2026/04/25 17:24:37:909',6,0.121026,0.030128,0.004317,0.004979,0.009252,0.002439,0.002835,0.005591,0.002953,0.00296,0.002498,0.001885,1
1668,'2026/04/25 17:24:37:945',6,0.119812,0.029645,0.004376,0.004943,0.008498,0.002329,0.002872,0.005932,0.002891,0.002961,0.002743,0.002149,1
1669,'2026/04/25 17:24:37:976',6,0.118111,0.029677,0.004429,0.004725,0.008746,0.002345,0.00294,0.005846,0.002968,0.002838,0.00275,0.001961,1
1670,'2026/04/25 17:24:38:008',6,0.116683,0.0293,0.004395,0.004835,0.008393,0.002407,0.002898,0.005773,0.002804,0.003184,0.002735,0.00198,1
1671,'2026/04/25 17:24:38:042',6,0.115616,0.029422,0.004282,0.004722,0.008316,0.00251,0.002838,0.00559,0.002742,0.003225,0.002658,0.001894,1
1672,'2026/04/25 17:24:38:075',6,0.114596,0.030153,0.004409,0.004754,0.007841,0.002568,0.00273,0.005834,0.002699,0.003421,0.002467,0.001695,1
1673,'2026/04/25 17:24:38:109',6,0.11035,0.029358,0.004398,0.005561,0.0079,0.002577,0.002518,0.005474,0.002625,0.003193,0.002353,0.001547,1
1674,'2026/04/25 17:24:38:143',6,0.109379,0.028538,0.004515,0.00537,0.00793,0.002546,0.00245,0.005387,0.002817,0.003185,0.00221,0.001704,1
